ClaimNb,BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
0,50,0.97,1,1,56,4,1,11
0,50,0.99,7,1,55,7,1,241
0,50,0.32,0,1,46,5,1,143
0,50,0.03,2,0,33,6,0,174
0,50,0.4,0,0,40,12,0,3866
0,50,0.22,17,0,49,6,1,12
0,60,0.49,3,0,35,5,0,1027
0,85,0.6,9,0,56,8,0,376
0,100,0.71,10,0,24,6,0,1784
0,50,0.59,13,0,54,6,0,163
0,50,0.69,5,0,52,6,0,1408
0,50,0.66,12,0,35,6,0,29
0,60,0.96,4,1,79,6,1,824
0,50,1.0,9,0,83,5,1,27
0,50,0.41,1,1,45,4,1,4762
0,50,0.17,17,0,57,6,0,82
0,50,0.33,12,0,62,6,0,140
0,50,1.0,1,0,73,6,1,568
0,72,0.18,10,0,25,4,1,3991
0,50,0.07,3,1,50,8,1,44
0,54,0.08,1,0,44,4,0,2715
0,50,1.0,13,0,42,4,0,46
0,85,0.33,18,0,33,4,1,2733
0,72,0.3,5,0,23,10,0,97
0,50,0.77,9,0,37,7,0,1381
0,95,0.44,3,0,20,9,0,59
0,50,0.71,4,1,67,12,0,33
0,68,1.0,10,0,61,9,1,65
0,50,0.03,0,0,52,7,0,428
0,68,0.95,11,0,37,7,1,4939
0,50,0.21,15,0,33,4,1,288
0,65,0.16,2,0,58,6,0,152
0,50,0.49,12,0,88,4,1,67
0,76,0.08,3,0,24,6,0,1753
0,50,1.0,7,0,46,5,1,20
0,85,0.38,2,0,43,4,0,657
0,68,0.1,3,0,28,5,1,145
0,51,0.08,4,0,41,6,1,3317
0,51,0.33,15,0,34,9,1,272
0,50,0.49,12,0,55,5,0,3744
0,50,0.84,0,0,52,5,0,3
0,62,0.66,13,0,56,10,1,783
0,50,0.49,22,0,55,10,0,178
0,50,1.0,9,0,51,5,0,51
0,72,0.26,0,1,25,5,0,1298
0,50,0.24,12,0,47,8,0,450
0,52,0.92,7,0,52,14,1,3214
0,50,0.04,0,1,46,6,0,721
0,50,0.43,1,1,59,7,0,88
0,50,0.74,2,1,42,4,0,765
0,78,0.24,9,0,41,6,0,4128
0,80,0.31,20,0,49,7,1,115
0,80,0.08,14,0,33,4,1,1385
1,50,1.0,2,0,47,5,0,133
0,64,0.25,11,0,35,4,1,577
0,50,1.0,16,0,60,5,1,91
0,85,0.0027322404371584,7,0,53,6,0,66
0,50,0.45,0,0,53,6,0,86
0,50,0.82,7,0,52,5,1,214
0,50,0.09,3,1,36,7,1,169
0,50,1.0,8,0,68,6,0,18
0,64,1.0,9,0,42,7,0,10156
0,50,1.0,15,0,43,8,0,18
0,50,0.2,2,1,53,9,1,1110
0,50,0.08,17,0,42,4,1,124
0,57,1.0,3,0,56,6,1,27000
0,60,0.62,2,1,34,7,0,5831
0,50,0.37,3,1,33,8,0,3064
0,51,0.49,4,1,34,10,0,30
1,50,1.0,9,0,42,7,1,3688
0,50,0.1,8,0,32,11,1,104
0,72,0.14,1,0,23,7,1,171
0,53,0.03,15,0,49,7,1,73
0,95,0.87,5,0,24,6,0,824
0,50,1.0,5,0,46,6,0,27
0,50,0.08,8,0,48,5,0,269
0,50,0.48,2,1,53,4,0,126
0,55,0.3,2,0,50,5,0,101
0,50,0.33,10,0,45,7,0,8455
0,80,0.08,16,0,32,4,1,22
0,90,0.03,5,0,26,5,1,563
0,50,0.08,3,0,33,5,0,688
0,50,0.49,1,1,45,7,0,422
0,80,1.0,8,0,32,4,1,1313
0,58,0.08,3,0,29,5,0,3317
1,50,0.33,1,0,39,6,0,15725
0,50,0.008219178,10,1,41,6,1,27000
0,50,0.74,2,0,61,5,1,122
1,91,1.0,4,0,41,6,1,18
0,50,1.0,4,0,53,4,1,105
0,54,0.81,11,0,83,7,1,1165
0,64,0.61,4,0,31,5,0,1313
0,64,1.0,3,0,35,7,1,19
0,50,0.54,4,0,58,7,1,2906
0,50,0.23,4,1,38,10,1,27000
1,95,0.3,9,0,30,5,1,8455
0,50,1.0,9,0,48,5,0,93
0,80,0.44,0,1,28,8,0,5410
0,57,0.21,1,0,39,7,1,1699
0,51,1.0,10,0,34,5,0,11
0,51,0.87,11,0,57,6,1,68
0,50,0.25,5,0,33,5,0,19
0,50,0.33,5,0,47,6,1,614
0,51,1.0,6,0,35,7,0,3386
0,50,0.93,9,1,45,6,1,67
0,50,0.54,2,1,63,10,1,2399
1,50,1.0,11,0,46,6,1,20
0,50,1.0,9,0,34,5,1,14
0,50,0.07,0,1,54,7,0,363
0,100,0.12,9,0,41,6,0,1408
0,55,0.7,4,1,39,7,1,127
0,50,1.0,7,0,42,11,1,53
1,50,1.0,9,0,80,6,1,117
0,50,0.26,10,0,48,5,1,142
0,50,0.07,2,1,47,4,0,79
0,68,0.8,12,0,34,8,0,78
0,50,1.0,3,0,79,5,1,1054
0,50,0.12,3,1,42,12,0,58
0,100,0.01,0,1,31,4,1,27000
0,53,0.68,1,1,37,7,0,10068
0,50,1.0,8,0,79,7,0,270
0,50,1.0,6,0,54,7,0,9484
0,64,0.08,14,0,30,5,1,520
0,57,0.2,0,1,30,12,0,291
0,50,0.31,5,1,53,10,1,74
0,50,0.03,0,1,38,5,0,1171
0,50,1.0,7,0,37,4,1,2757
0,85,0.02,20,0,22,5,1,856
0,60,0.08,1,0,29,7,0,82
0,63,0.24,1,0,54,4,0,644
0,54,0.65,10,0,33,11,1,405
0,66,0.58,18,0,55,7,0,393
0,50,0.07,11,1,42,8,1,388
0,52,0.42,1,0,40,7,1,1385
0,64,0.71,4,1,26,15,1,18229
0,80,1.0,6,0,37,6,0,18
0,50,0.63,4,1,37,11,0,38
0,50,1.0,8,0,40,6,1,1109
0,67,0.08,3,0,31,7,1,1326
0,50,0.61,8,1,46,6,1,3744
0,54,0.52,1,0,28,5,0,46
0,76,1.0,11,0,33,6,0,461
0,76,0.12,0,1,31,8,1,487
0,55,0.27,3,0,32,5,0,49
0,50,1.0,9,0,44,10,0,1045
0,50,1.0,3,0,50,4,1,12
0,55,0.29,4,0,58,6,0,1191
0,50,0.41,5,0,43,7,1,1054
0,59,0.65,12,0,34,6,1,30
0,50,0.23,2,1,49,6,1,1260
0,72,0.43,10,1,29,9,1,95
0,54,0.53,11,0,31,6,1,3868
0,50,0.58,5,0,55,9,1,3744
0,50,1.0,5,0,75,5,0,50
0,50,0.51,3,0,59,6,0,738
0,50,0.05,10,1,46,10,1,4128
0,60,1.0,7,0,29,6,0,43
0,72,0.74,2,0,49,6,0,84
0,50,0.17,25,0,56,5,1,120
0,50,0.46,1,0,46,4,1,40
0,85,0.1,0,1,27,5,1,728
0,57,0.09,1,1,36,11,0,721
0,57,0.25,2,1,28,6,0,58
0,50,0.64,22,0,69,8,1,213
0,100,0.5,13,0,43,4,1,376
0,50,0.87,13,0,44,7,1,39
0,58,0.24,4,0,53,8,0,269
0,59,1.0,11,0,76,4,1,1871
0,50,0.09,7,0,58,5,0,133
1,50,1.0,3,0,80,6,0,80
1,106,0.25,11,0,21,4,0,41
0,90,0.08,8,0,39,7,1,258
0,50,1.0,5,0,48,11,0,138
0,51,1.0,11,0,28,4,1,15
0,51,0.19,3,1,31,6,0,1234
0,50,0.11,6,1,42,12,0,1468
0,50,1.0,8,0,43,7,1,43
0,50,0.08,5,0,31,7,0,297
0,61,0.12,11,0,32,7,0,126
0,50,0.04,0,1,50,4,1,421
0,50,0.54,9,0,77,6,1,5202
0,50,0.33,2,1,54,4,1,1541
0,50,0.29,19,0,43,4,1,3963
1,68,0.24,17,0,41,7,1,3744
0,57,1.0,5,0,33,9,0,89
0,57,1.0,9,0,39,6,0,44
0,78,0.45,15,0,33,6,0,288
0,50,1.0,10,0,44,5,1,1064
0,50,0.07,12,0,46,5,0,1526
0,80,0.8,7,1,37,5,0,17140
0,50,0.75,7,0,62,6,1,31
0,60,1.0,11,0,30,5,1,57
0,50,0.94,8,0,52,9,1,214
0,54,0.04,0,1,56,10,1,1974
0,80,0.14,9,0,35,5,1,1526
0,90,1.0,15,0,50,7,1,2694
0,50,0.18,1,0,32,7,0,115
0,50,0.08,9,0,44,6,0,122
0,100,0.00273224,14,0,20,7,0,1054
0,50,1.0,13,0,37,5,0,634
0,64,0.61,3,0,51,4,0,405
0,63,0.28,2,1,38,6,0,61
0,50,0.41,14,0,44,7,0,40
0,50,1.0,3,0,36,5,0,45
0,50,1.0,5,0,38,6,1,6336
0,50,1.0,14,0,45,8,0,1054
0,55,1.0,4,0,70,4,1,155
0,50,1.0,6,0,64,7,0,192
0,50,0.08,2,0,35,6,0,1451
0,90,1.0,5,0,62,6,0,4762
0,50,0.12,5,1,66,4,1,515
0,50,0.27,13,0,41,8,1,283
0,50,0.13,24,0,45,6,0,139
0,50,0.38,19,0,57,7,1,11
1,62,1.0,13,0,47,4,1,214
0,50,1.0,5,0,56,6,0,754
0,50,1.0,13,0,31,5,1,23
0,50,1.0,10,0,81,6,1,1284
0,50,1.0,10,0,58,6,0,165
0,100,0.29,3,0,31,8,0,179
2,100,0.53,1,1,39,6,0,8549
0,72,0.42,13,0,33,6,0,15
0,50,0.01,10,1,61,10,1,110
0,54,0.0027397260273972,3,0,36,6,0,303
0,50,0.48,0,1,47,7,0,6902
0,76,0.05,0,1,23,6,0,2278
0,95,0.78,10,0,24,4,1,1955
0,50,0.4,14,0,57,5,0,96
0,68,0.87,4,1,30,4,1,396
0,50,1.0,16,0,36,5,0,39
0,50,0.09,3,0,40,5,0,93
0,50,0.08,17,0,39,8,0,152
0,106,0.25,0,1,22,7,0,359
0,50,0.11,16,0,46,10,0,930
0,57,0.2,17,0,37,5,0,124
0,95,0.5,17,0,32,4,1,2733
0,85,1.0,11,0,52,7,1,203
0,70,1.0,12,0,42,6,0,213
0,58,0.45,10,0,72,4,1,1601
0,50,1.0,4,1,55,9,0,21
0,50,1.0,20,1,55,6,1,17
0,50,1.0,13,0,45,6,1,45
0,50,0.65,15,0,56,5,0,2252
0,61,0.23,5,1,70,7,0,3214
0,51,0.12,1,1,46,10,1,1690
0,50,0.36,1,1,44,5,1,8884
0,50,0.08,8,0,39,6,1,885
0,50,0.51,0,0,53,7,0,1313
0,58,0.35,8,0,51,6,0,73
0,50,0.08,13,0,47,4,1,793
0,51,1.0,4,0,32,6,0,1329
0,80,1.0,4,0,22,6,1,25
0,50,1.0,12,0,48,5,1,1384
0,54,0.43,10,0,30,7,0,144
0,50,1.0,7,0,39,5,1,19
0,64,0.14,2,1,47,6,0,130
0,60,0.44,1,1,34,7,0,1457
0,76,0.74,1,1,33,4,0,29
0,50,0.07,0,0,60,6,0,12
0,50,0.61,4,1,57,6,1,5202
0,85,0.42,3,1,27,6,0,1193
0,80,0.08,14,0,35,5,0,5460
0,62,0.48,1,1,35,5,0,7313
0,57,0.08,13,0,30,7,0,1313
0,50,0.7,21,0,50,8,0,102
0,50,0.87,5,1,47,5,1,6864
0,62,0.08,4,1,58,12,0,3093
0,72,0.21,3,0,66,6,1,214
0,50,0.11,2,1,43,11,0,96
0,100,0.57,1,0,20,5,0,3098
0,68,0.28,10,0,29,5,1,845
0,50,0.56,9,0,52,7,0,192
0,50,1.0,2,0,80,5,1,645
0,50,1.0,3,0,59,6,0,3317
0,50,0.21,7,0,50,5,1,200
0,50,0.46,16,0,41,7,1,741
0,50,0.0027397260273972,0,0,58,7,0,126
0,50,0.72,2,1,46,4,1,2311
0,50,1.0,15,0,39,6,1,119
0,50,1.0,14,0,47,5,0,35
0,62,1.0,7,0,37,7,1,146
1,50,0.41,3,1,66,7,1,614
0,62,0.74,5,1,75,5,1,514
0,64,0.2,5,0,38,12,0,657
0,50,0.49,12,0,37,5,0,79
0,50,1.0,13,0,62,5,0,473
0,50,0.4,0,1,53,15,1,39
0,50,1.0,8,0,40,4,1,405
1,56,0.58,15,0,38,4,1,3744
0,50,1.0,14,0,40,7,0,31
0,68,0.21,17,0,51,7,1,949
0,90,0.71,8,1,41,6,1,19
0,95,0.08,5,0,33,6,0,769
0,50,0.56,11,0,70,4,1,8023
0,50,0.31,6,0,51,6,1,3430
0,50,1.0,13,0,38,7,1,374
0,50,0.48,17,0,43,6,1,1732
0,50,0.69,0,1,55,4,0,67
0,50,0.45,11,0,42,5,1,1408
0,50,0.41,5,0,55,5,0,11
0,50,0.1,2,1,38,4,1,2090
0,50,0.5,1,0,36,9,0,87
0,78,0.25,2,0,40,4,1,9307
0,57,0.53,0,0,32,14,1,8455
0,50,0.75,1,1,47,6,0,49
0,55,1.0,4,0,41,5,0,3744
0,54,0.63,5,1,39,5,1,1232
1,50,1.0,1,0,53,5,0,634
0,100,0.09,15,0,29,4,1,4301
0,80,0.02,0,1,24,7,0,139
0,68,0.24,10,0,40,7,0,3317
0,57,0.9,7,0,40,7,1,2757
0,50,0.8,5,0,71,6,0,298
0,72,0.49,4,0,27,6,0,754
0,52,0.05,2,1,75,6,1,4762
0,50,0.005479452,5,1,53,9,1,395
0,50,0.75,10,0,40,5,0,4024
0,50,1.0,1,0,40,5,1,73
0,50,0.61,3,1,47,7,0,23
0,51,0.19,8,0,33,11,1,6705
0,68,0.21,8,0,34,7,1,98
0,50,1.0,2,0,40,8,1,583
0,50,0.41,10,0,41,4,1,345
0,68,1.0,3,0,30,4,0,151
0,50,0.54,10,1,68,10,0,132
0,62,1.0,14,0,57,4,1,3866
1,54,0.5,8,0,29,5,0,3457
0,50,1.0,10,0,41,7,1,1448
0,57,0.03,0,1,28,6,0,22
0,50,0.27,11,0,73,4,0,3301
0,85,0.9,9,0,26,4,1,1090
0,54,0.08,0,1,36,8,1,2733
0,50,0.08,8,0,32,6,0,250
0,90,0.24,15,0,30,7,1,483
0,50,0.81,1,1,62,7,0,328
0,50,1.0,16,0,52,6,1,11
0,95,0.71,5,0,61,5,1,553
0,76,0.89,17,0,34,6,1,64
0,50,0.08,3,0,52,7,0,93
0,50,0.48,11,0,62,5,1,1328
0,75,0.01,1,1,27,5,1,2983
0,50,0.08,19,0,61,7,1,1182
0,50,1.0,16,0,60,7,1,33
0,50,0.04,0,1,60,12,0,175
0,50,0.1,7,0,43,4,1,2019
0,50,1.0,7,0,65,5,1,23
0,64,0.71,10,1,33,9,1,106
0,65,0.03,10,0,27,9,1,2715
0,80,0.78,4,0,26,7,1,824
0,50,0.5,4,0,36,6,0,119
0,54,1.0,6,0,62,7,0,286
0,50,0.36,10,0,50,7,0,43
0,50,0.49,1,0,42,11,1,2733
0,64,0.5,3,0,52,9,0,487
0,50,1.0,7,0,59,6,0,50
1,50,1.0,9,0,53,6,1,24
0,100,0.03,14,0,23,6,0,27
0,72,0.08,12,0,28,11,1,415
0,57,0.15,8,0,29,6,0,259
1,60,0.9,0,1,35,7,0,265
0,66,0.08,5,0,68,5,1,8455
0,100,0.04,5,1,39,7,1,74
0,51,1.0,4,0,30,7,1,22669
0,80,0.04,16,0,65,4,1,1054
0,50,1.0,6,0,36,5,1,1313
0,57,1.0,2,0,52,5,1,3317
0,95,0.74,3,1,56,5,0,2925
0,50,1.0,7,0,42,7,1,714
0,50,1.0,8,0,36,6,0,5106
0,100,0.54,11,0,36,7,0,7259
0,50,0.03,0,1,56,5,1,45
0,50,0.45,3,1,43,8,1,138
0,50,0.5,12,0,43,5,0,39
0,50,0.24,2,0,37,5,0,282
0,50,1.0,2,0,54,5,0,534
0,76,0.53,4,1,30,9,1,32
0,57,0.02,0,1,38,4,0,495
0,59,0.24,10,0,37,7,1,64
0,50,0.03,3,1,49,7,0,1326
0,55,0.93,0,1,50,11,0,139
0,72,0.43,14,0,58,4,1,8455
0,50,1.0,15,0,54,5,1,251
0,50,0.46,2,1,43,4,1,99
0,100,0.24,6,0,18,7,1,2715
0,50,0.0081967213114754,7,0,60,6,0,10
0,50,1.0,1,0,61,8,0,1601
0,50,1.0,12,0,53,7,1,1329
0,68,0.93,1,1,28,5,0,444
1,50,1.0,2,0,67,7,0,426
0,50,0.06,0,1,42,7,0,256
0,50,0.38,4,0,39,10,1,721
0,85,0.27,16,0,37,5,0,2044
0,50,1.0,6,0,35,7,1,11
0,68,0.04,1,0,39,4,0,745
0,54,0.24,4,0,34,7,0,39
0,85,0.87,4,1,24,9,1,139
0,50,0.33,7,0,39,7,0,148
0,60,0.08,11,0,45,6,0,241
0,76,0.46,5,1,53,7,0,312
0,106,0.33,9,0,48,5,1,1326
0,50,1.0,4,0,37,6,1,388
0,64,0.08,16,0,40,7,1,1699
0,68,0.43,8,0,33,7,1,3568
1,60,0.03,0,1,34,4,1,1082
0,55,0.21,0,0,52,7,0,53
0,50,0.88,14,0,47,7,1,8549
0,50,1.0,13,0,37,7,1,117
0,76,0.16,8,1,38,7,1,4762
0,76,0.07,9,0,28,6,0,13
0,72,0.24,5,1,28,8,1,1403
0,50,0.48,19,0,50,14,1,155
0,53,0.14,9,0,34,5,0,106
0,50,0.85,5,0,40,5,0,111
0,72,0.6,13,0,34,7,1,4128
0,50,0.96,4,0,45,6,1,22
0,64,0.63,7,0,27,7,0,271
0,50,0.66,13,0,40,8,1,57
0,50,1.0,35,0,82,8,1,11
0,50,0.22,17,0,53,6,1,542
0,50,0.08,12,0,42,6,0,123
0,65,0.02,14,0,50,8,0,1054
0,50,0.8,7,0,50,7,1,343
0,50,1.0,20,0,77,6,1,405
0,50,0.08,12,0,62,10,1,1326
1,50,0.6,10,0,63,7,0,1054
0,50,0.16,11,0,34,5,0,73
0,85,0.96,9,0,32,7,1,57
0,50,1.0,6,0,33,4,1,86
1,50,1.0,2,0,39,4,1,126
0,50,0.07,0,1,67,7,1,824
0,50,0.07,1,0,56,5,0,607
0,50,0.49,16,0,48,5,1,388
0,50,1.0,4,0,70,7,1,16
0,50,0.29,4,1,68,8,1,140
0,58,0.08,0,0,49,4,0,3017
0,75,0.07,13,1,34,10,0,152
0,50,0.83,7,0,39,7,0,4762
0,68,0.12,5,1,51,4,1,92
0,64,1.0,14,0,25,9,0,4
0,90,0.49,14,0,37,4,1,3317
0,60,1.0,9,0,27,6,1,4456
0,50,0.04,8,0,24,4,1,898
0,73,0.67,20,0,52,7,1,488
0,50,1.0,5,0,37,7,0,1408
0,50,0.14,0,1,68,11,0,159
0,85,0.09,3,1,57,6,1,60
0,50,0.33,13,0,54,7,1,10
0,50,0.09,13,0,59,7,0,4128
0,54,0.37,7,0,27,5,0,71
0,50,0.24,10,1,67,7,1,389
0,50,0.07,12,0,80,7,1,6729
0,50,0.46,4,1,52,6,1,27000
0,71,0.12,17,0,38,6,0,1408
0,76,0.13,19,0,29,4,1,78
1,90,0.81,1,1,27,4,1,695
0,50,0.4,4,0,33,9,1,147
0,50,0.71,2,1,45,4,0,223
0,54,0.54,1,1,31,8,0,989
0,50,0.54,1,1,67,4,1,97
0,76,1.0,5,0,26,5,1,269
0,50,0.03,25,0,72,7,1,228
0,50,0.52,1,0,40,4,1,1287
0,50,0.93,1,1,42,4,1,113
0,85,0.75,14,0,19,4,1,18
0,54,0.06,0,1,28,7,1,499
0,95,0.47,15,0,44,7,1,27000
0,51,0.31,7,0,30,5,1,118
0,51,0.96,1,0,32,5,0,5449
0,72,0.2,0,0,29,5,1,4982
0,50,0.9,14,1,32,6,1,152
0,50,1.0,14,0,76,4,1,6705
0,64,0.18,15,0,35,7,0,252
0,51,1.0,8,0,29,5,1,1408
0,50,0.16,4,0,43,5,1,4128
0,50,0.08,1,1,35,7,0,570
0,50,0.02,0,1,53,7,0,965
0,50,0.74,1,0,50,5,0,78
0,50,1.0,5,0,68,5,1,4762
0,50,1.0,6,0,50,6,0,237
0,76,0.27,12,0,47,7,1,155
0,50,0.62,5,1,70,4,1,824
0,50,0.87,3,1,37,6,0,162
0,80,0.08,11,0,36,6,0,1326
0,90,0.25,11,0,21,7,1,4116
0,50,1.0,9,0,33,5,0,741
0,80,0.08,18,0,26,4,1,8
0,95,0.12,4,0,25,5,0,1214
0,50,0.21,14,0,72,6,0,4128
0,60,0.01,3,1,68,6,1,4128
0,80,0.12,1,1,68,7,0,109
0,50,0.46,0,0,49,4,0,45
0,64,0.08,9,0,35,11,1,4222
0,50,0.74,4,1,64,8,0,222
0,52,0.24,12,0,62,8,1,4775
0,50,0.25,18,0,80,4,1,1064
0,50,1.0,3,0,55,6,0,1313
0,50,0.11,0,1,52,8,0,15
0,72,0.39,4,1,38,9,0,3541
0,50,0.24,9,0,58,7,1,399
0,50,0.46,5,0,41,6,0,10
0,95,0.08,7,0,22,4,1,204
0,80,0.49,11,0,56,11,1,1313
0,50,0.07,10,1,40,7,1,2733
0,50,0.87,3,1,50,6,1,24
1,57,0.83,10,0,36,7,1,5449
0,50,0.8,9,0,51,7,0,246
0,52,1.0,1,0,44,7,1,17140
0,50,0.65,1,1,42,4,0,1403
0,64,0.7,1,1,30,7,0,498
0,50,0.07,1,0,48,7,0,4059
0,50,0.08,5,0,52,7,0,354
0,50,0.58,9,0,57,4,0,10
2,50,0.1,10,0,46,7,1,1296
0,90,1.0,6,0,33,7,1,1313
0,50,1.0,10,0,47,8,1,22
0,50,1.0,11,0,49,8,0,2733
0,60,0.69,10,0,37,5,0,43
0,50,0.5,1,1,50,15,1,613
0,50,0.71,0,1,46,10,1,145
0,50,0.7,4,1,54,10,0,65
0,50,0.75,9,0,62,6,0,6
0,68,0.08,1,0,45,5,0,2404
0,50,0.89,1,0,39,7,0,8455
0,60,0.47,15,1,39,8,1,132
0,60,0.24,1,1,31,7,0,118
0,50,0.84,11,0,43,7,1,461
0,50,0.05,2,0,44,8,0,30
0,55,0.33,1,1,40,4,0,405
0,50,0.07,0,1,42,12,1,3744
0,54,0.48,2,1,28,7,0,3434
0,50,0.87,1,0,69,5,1,4762
0,90,0.7,3,1,25,4,1,2983
0,61,0.00273224,8,0,38,10,0,745
0,76,0.63,9,0,27,7,1,64
0,60,0.04,4,0,32,5,1,575
0,50,0.07,13,0,49,5,0,573
2,50,1.0,8,0,50,5,1,3744
0,55,0.8,1,1,57,9,1,658
1,80,0.1,12,0,23,6,1,435
0,50,1.0,3,0,38,6,0,20
0,50,1.0,6,0,41,6,0,1054
0,57,0.08,1,0,40,8,0,2575
0,50,0.87,3,1,56,4,1,3317
0,72,0.53,8,0,32,14,1,481
0,80,0.08,1,0,31,5,0,4059
0,50,1.0,3,0,74,5,1,581
0,50,1.0,10,0,74,6,0,23
0,54,1.0,12,0,37,8,0,66
0,50,0.82,8,0,19,5,0,157
0,100,1.0,13,0,30,8,0,268
0,53,0.49,2,0,29,7,1,21
0,50,1.0,9,0,88,7,1,203
0,50,0.02,0,1,55,4,0,327
1,52,0.61,10,1,43,7,1,2740
0,50,0.4,1,1,53,7,0,800
1,100,0.36,10,0,22,4,1,377
0,50,0.38,5,0,38,7,1,983
0,85,0.19,4,1,28,11,0,492
0,80,0.85,1,0,22,4,0,2399
0,60,0.38,3,0,38,6,1,295
0,50,1.0,3,0,78,7,1,817
0,50,0.41,1,0,49,5,0,4128
0,100,0.26,1,1,61,6,0,294
0,100,0.33,7,0,23,6,0,308
0,50,0.75,1,0,74,6,0,983
0,55,0.5,5,0,52,4,0,696
0,118,0.79,10,0,23,7,1,6308
0,50,0.68,15,0,44,7,0,35
0,76,0.28,12,0,42,6,1,8884
0,76,1.0,12,0,24,6,0,103
0,62,0.23,5,0,46,4,1,927
0,50,0.21,3,1,60,7,0,127
0,80,0.32,18,0,45,9,1,8884
0,50,1.0,6,0,44,5,1,4128
0,50,0.17,0,1,71,11,1,1410
0,50,1.0,2,1,56,10,0,144
0,90,0.77,13,0,49,4,1,1466
0,50,0.5,11,0,43,10,0,182
1,54,0.39,4,0,53,5,1,1002
0,50,0.44,11,0,73,14,1,634
0,100,0.26,16,0,61,8,1,76
0,50,0.17,4,1,52,8,0,721
0,50,0.2,4,1,38,7,1,6689
0,50,0.24,2,1,53,8,0,2517
0,50,1.0,14,0,60,5,0,12
0,50,0.69,2,0,64,5,1,204
0,50,0.84,2,0,55,6,0,726
0,50,0.02,1,1,46,4,1,3866
0,50,0.78,7,0,33,5,0,115
0,64,0.21,6,0,33,6,1,3274
0,50,0.07,7,0,80,7,1,97
0,54,0.3,2,1,29,4,0,225
0,50,0.88,6,0,41,9,1,1408
0,71,1.0,2,0,32,5,0,359
0,80,0.36,10,0,25,5,0,741
0,50,1.0,14,0,43,7,0,56
0,57,0.49,5,0,27,9,1,12
0,50,1.0,3,0,40,6,0,3744
0,50,1.0,6,0,68,6,0,776
0,50,0.73,3,1,42,8,1,2586
0,50,0.5,12,0,51,8,1,14
0,50,0.08,8,0,59,7,0,73
0,68,0.12,1,0,24,6,0,2658
0,50,1.0,8,0,40,5,0,14
0,50,0.9,3,0,45,4,1,56
0,50,1.0,15,0,81,4,1,586
0,50,1.0,10,0,59,6,0,91
0,72,0.27,15,0,37,6,1,1369
0,50,0.51,10,0,55,10,0,31
0,50,1.0,6,0,73,5,1,21
0,85,0.25,8,0,39,6,0,93
0,50,0.41,1,0,56,6,0,82
0,50,0.08,35,0,49,11,1,27000
0,50,0.38,13,0,56,5,0,1704
0,75,0.29,4,1,35,5,1,824
0,50,0.74,10,0,37,6,0,1101
0,50,1.0,2,0,55,6,1,27000
0,50,0.83,1,0,53,8,1,105
0,50,0.26,10,1,44,12,0,6
0,60,0.52,5,0,30,8,0,44
0,50,0.44,10,0,47,7,0,1472
0,50,0.35,7,0,50,7,1,842
0,50,0.66,11,0,45,4,1,473
0,50,0.08,0,0,59,6,1,3946
0,54,0.12,0,1,28,7,1,499
0,50,1.0,5,0,73,6,1,86
0,60,0.38,20,0,29,8,1,26
0,68,0.48,2,0,29,5,0,4116
0,50,0.45,10,0,44,4,1,155
0,64,0.2,5,0,31,6,1,1203
0,95,0.21,9,0,25,6,0,4762
0,100,0.05,9,0,25,7,1,4116
0,100,0.31,11,0,21,5,0,4116
0,80,1.0,2,0,29,5,0,155
0,50,0.45,11,0,38,9,1,1326
0,50,0.68,3,1,56,4,1,626
1,50,0.34,4,1,71,7,1,27000
0,50,0.06,0,1,57,4,1,412
0,50,1.0,3,0,62,4,1,1397
0,50,0.71,6,0,56,4,1,4172
0,50,0.98,2,0,64,4,1,280
0,50,0.26,2,1,50,11,1,104
0,50,0.03,6,0,45,11,1,3317
0,50,1.0,2,0,53,5,1,1329
0,55,0.41,13,0,31,11,0,4775
0,68,0.69,2,1,33,8,1,3568
0,50,1.0,11,0,57,4,1,1313
0,50,1.0,13,0,60,7,1,3430
0,50,0.2,6,1,57,9,1,1110
0,50,0.01,1,1,48,8,0,167
0,80,0.95,10,1,25,10,1,5304
0,50,1.0,8,0,42,5,1,40
0,90,0.28,1,0,41,9,1,1526
0,50,0.61,0,1,62,7,0,104
0,50,0.38,3,0,46,7,0,942
0,50,0.95,14,1,41,7,1,4762
0,50,0.99,7,0,43,4,1,2885
0,50,0.19,5,1,49,6,1,383
0,72,0.14,20,0,37,4,1,4762
0,50,1.0,16,0,46,4,1,229
0,54,0.17,1,0,33,6,0,242
0,50,1.0,6,1,53,6,1,3317
0,50,0.08,12,0,42,6,0,123
0,95,0.21,12,0,26,7,0,3997
0,50,1.0,4,0,42,7,0,1422
1,50,0.01,1,1,37,4,0,44
0,50,0.36,16,0,62,4,1,1054
0,68,0.45,15,0,33,6,0,716
0,50,0.79,7,0,36,6,0,42
0,50,0.23,11,0,47,6,0,20
0,50,0.09,0,1,58,11,1,27000
0,76,0.11,1,1,34,7,1,10477
0,50,0.5,1,1,60,11,0,27000
0,76,0.53,3,0,31,7,0,66
1,50,0.22,3,1,46,8,0,721
0,50,1.0,7,0,53,8,0,230
0,50,1.0,3,0,45,6,0,465
0,57,0.08,11,0,30,9,1,539
0,54,0.08,7,0,40,4,1,358
0,50,1.0,15,0,41,7,1,2252
0,62,0.03,2,0,53,6,1,1443
0,50,1.0,11,0,38,4,1,821
0,85,0.08,4,0,33,7,1,2498
