BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
51,0.4,1,0,33,6,1,1394
50,0.29,5,1,44,6,1,40
50,1.0,5,0,75,6,0,91
76,0.38,14,0,40,4,1,7
50,0.5,0,0,70,6,0,13
100,0.01,4,1,36,4,0,2362
60,0.13,0,1,36,5,1,398
72,1.0,16,0,42,6,1,481
100,0.32,16,0,43,4,1,128
52,0.48,7,0,51,6,0,1704
95,0.0082191780821917,12,0,39,7,1,173
50,0.49,1,0,42,6,1,95
50,0.64,0,1,37,11,0,73
50,1.0,4,0,57,7,0,7
50,0.24,7,0,49,5,1,3661
50,0.35,7,0,42,6,0,96
50,0.48,8,1,47,8,0,27
50,1.0,7,0,54,5,0,1313
50,0.08,11,0,58,9,1,97
50,0.49,6,1,44,10,1,824
54,0.08,0,0,42,7,1,3386
50,1.0,12,0,79,5,1,866
50,1.0,6,0,84,6,0,1753
50,0.07,0,1,54,8,0,12
50,1.0,1,0,66,5,1,158
50,0.03,7,0,49,6,0,2415
50,0.24,1,0,52,5,1,1329
100,0.08,11,0,52,5,1,2906
76,0.24,8,0,49,7,1,188
50,0.06,0,1,65,8,1,324
50,0.04,2,1,51,9,1,194
62,0.73,3,0,35,6,0,657
85,0.03,0,1,23,7,1,2567
50,1.0,15,0,57,6,0,1719
50,1.0,5,0,67,6,0,3317
55,1.0,11,0,43,9,1,745
54,0.41,2,0,27,7,0,1332
50,0.005479452,4,1,66,5,1,3628
60,0.09,10,0,34,5,0,251
78,0.08,7,0,60,4,1,7259
80,0.08,1,0,24,8,0,269
50,0.82,0,1,47,4,0,98
50,0.71,1,1,52,7,0,381
50,0.96,17,0,41,9,0,1287
50,1.0,6,0,66,6,0,50
50,1.0,16,0,56,6,0,10
50,0.2,6,1,55,5,1,42
51,0.07,0,1,34,7,0,353
50,1.0,10,0,62,7,1,2216
50,1.0,1,0,44,7,1,874
50,0.67,19,0,61,4,1,16
50,0.46,4,0,54,5,1,54
50,1.0,17,0,81,6,1,22
55,1.0,6,0,37,5,0,3339
80,0.31,14,0,33,7,1,3341
50,0.35,10,0,59,6,1,154
50,0.78,0,0,56,15,1,1045
50,0.73,3,0,48,11,1,78
50,0.07,15,0,52,7,1,1485
53,0.97,13,0,36,6,0,7162
50,1.0,12,0,67,7,0,137
50,0.74,5,0,44,9,0,295
85,0.43,5,0,21,5,1,2715
85,1.0,13,0,28,6,0,298
50,0.84,1,1,70,4,0,1448
50,1.0,9,0,71,9,1,220
50,0.2,0,1,58,10,0,105
78,0.91,6,0,28,6,0,1466
50,0.28,12,0,57,11,0,243
50,0.14,0,1,47,4,0,340
50,0.8,0,1,50,6,1,3744
76,0.08,9,0,71,7,1,3317
95,0.03,19,0,20,8,1,399
100,0.41,14,0,18,6,1,31
57,0.1,1,0,51,5,0,263
58,0.58,1,1,37,7,0,966
50,0.2,0,1,37,10,0,492
50,0.58,4,0,50,7,1,119
50,0.04,8,0,61,11,1,251
50,1.0,11,0,31,6,1,206
50,0.13,10,0,80,7,1,3541
50,1.0,16,0,37,9,0,3317
50,0.08,12,0,50,11,1,3385
72,1.0,5,0,36,7,0,3317
68,0.29,10,1,28,8,1,88
50,1.0,0,0,51,4,1,232
50,0.45,2,1,40,4,1,824
54,0.8,2,1,47,4,1,1287
50,1.0,2,0,37,5,0,37
50,1.0,3,0,62,5,0,16
68,0.15,7,0,26,6,0,157
80,0.19,5,1,25,6,1,720
50,0.57,2,1,45,8,0,307
50,1.0,26,0,48,9,1,18
64,0.16,5,0,45,7,0,2201
72,0.25,4,1,29,7,1,67
51,1.0,6,0,31,5,0,745
85,0.13,6,0,20,6,0,91
50,0.46,3,1,56,12,0,213
50,0.04,0,1,49,10,1,6913
50,0.32,3,1,41,7,0,291
54,0.08,11,0,33,4,1,727
100,0.87,0,1,19,4,1,4218
55,1.0,6,0,47,5,1,57
50,0.07,6,0,52,7,0,55
50,0.8,1,0,50,4,0,16
50,1.0,13,0,41,5,0,1466
50,1.0,14,0,74,4,1,355
80,0.26,0,0,68,5,0,164
50,0.41,1,1,70,10,1,27000
50,0.24,2,0,45,6,0,58
50,0.97,3,0,54,6,0,1622
68,0.41,18,0,43,13,0,3317
100,0.1,8,0,36,6,0,3317
50,1.0,12,0,61,12,1,405
50,0.43,2,0,28,7,0,282
50,0.75,30,0,40,6,0,96
50,1.0,17,0,36,7,0,26
50,0.12,9,0,46,5,1,104
64,0.5,3,1,27,10,1,725
54,0.69,1,1,32,4,0,113
50,0.24,14,0,39,7,1,408
57,0.08,6,0,39,6,0,1326
76,1.0,11,0,31,4,1,3430
76,0.19,0,1,56,11,1,3430
50,1.0,11,0,36,8,1,14200
50,0.21,2,1,55,7,0,155
60,0.51,0,0,30,7,1,7887
72,0.24,3,1,55,6,0,4685
59,0.65,13,0,43,6,1,110
100,0.32,15,0,19,5,0,89
54,0.17,10,0,52,7,0,1271
57,1.0,18,0,27,5,1,73
50,1.0,7,0,34,8,1,3744
50,0.1,1,0,47,5,0,139
80,0.08,14,0,33,5,0,182
50,0.2,8,0,47,6,0,9307
50,0.27,9,0,67,4,0,335
50,0.55,1,0,34,7,0,3688
50,0.39,8,0,36,6,0,129
50,0.38,4,1,45,4,1,77
50,0.54,3,1,43,4,1,40
50,0.49,17,0,39,8,0,126
100,0.04,13,0,23,5,1,1054
100,0.05,6,0,19,5,0,1753
50,0.04,16,0,56,8,0,115
50,0.95,0,0,44,7,0,67
50,0.12,2,1,47,5,0,126
50,1.0,5,1,40,6,1,2740
54,0.29,4,1,40,6,1,863
50,1.0,8,0,72,4,1,3963
51,1.0,5,0,36,6,0,67
50,0.79,2,1,46,8,0,5460
50,0.33,12,0,40,11,1,380
50,1.0,2,0,52,6,0,229
64,0.08,1,1,37,15,1,67
50,0.98,9,0,39,5,0,170
62,0.74,2,0,72,5,0,776
50,0.08,3,1,47,10,1,8455
50,0.13,15,0,36,7,1,1729
53,0.6,0,0,51,5,0,60
72,0.08,11,0,56,6,0,283
50,0.07,16,0,46,7,1,115
50,0.74,10,0,74,6,1,287
57,0.82,27,0,32,7,0,1231
50,0.2,5,0,48,8,0,930
73,1.0,2,0,62,10,0,298
50,1.0,6,0,68,6,0,30
50,1.0,11,0,55,4,1,473
95,1.0,1,0,50,4,1,91
50,1.0,8,0,30,6,0,3688
50,0.33,6,0,55,5,0,41
50,0.85,4,0,33,6,0,298
50,0.52,0,0,45,9,1,280
50,0.95,9,0,41,6,0,214
62,0.32,6,1,54,4,1,3317
50,0.93,1,0,43,8,0,72
80,0.94,10,0,28,7,0,18
95,0.72,12,0,33,7,1,190
50,0.38,1,1,55,7,0,824
76,0.08,3,0,29,5,0,7259
50,0.71,4,0,46,4,1,40
50,0.47,1,1,40,12,0,29
55,0.28,6,1,55,7,0,130
57,0.12,2,1,50,10,1,1103
50,1.0,6,1,42,10,0,213
58,0.55,0,1,51,4,1,5859
50,0.94,2,0,66,5,0,15
50,0.3,0,0,56,8,1,1430
85,0.87,2,1,24,7,0,670
50,0.5,6,1,44,7,0,291
50,0.2,3,0,44,5,0,4762
64,0.08,9,0,30,9,0,443
50,1.0,10,0,47,6,0,244
90,0.77,13,0,21,6,1,4358
55,0.36,2,0,55,4,1,3744
50,1.0,10,0,38,6,0,11
50,1.0,6,0,47,7,0,405
50,0.08,6,1,49,6,1,3317
50,0.54,4,1,69,4,1,446
50,1.0,36,0,63,8,1,126
57,1.0,13,0,26,9,1,3744
50,0.08,21,0,34,7,0,172
50,0.23,23,0,58,7,0,44
50,1.0,8,0,67,4,1,1704
68,0.0027397260273972,15,0,28,7,0,1753
76,0.46,3,0,26,6,0,30
100,0.55,14,1,42,8,1,4646
50,0.01,0,0,50,6,0,29
50,0.46,0,1,79,4,1,11
50,1.0,9,0,46,10,0,235
50,1.0,7,0,35,6,0,278
50,0.28,4,1,65,4,1,943
50,0.39,8,0,54,7,1,9
95,0.25,7,0,23,6,0,2252
50,0.6,21,0,62,8,0,31
50,0.4,2,0,64,6,0,31
50,0.06,2,1,42,6,0,3744
50,1.0,17,0,53,6,1,1943
57,0.14,12,0,32,6,1,4116
50,0.53,7,0,38,4,1,4427
50,0.0054794520547945,1,1,66,8,0,222
50,1.0,4,0,39,5,0,136
50,0.08,0,1,52,4,1,42
95,0.33,11,0,36,6,0,29
50,0.2,3,1,48,8,0,70
50,0.07,5,1,49,6,0,86
67,1.0,9,0,32,7,0,747
50,0.54,2,1,38,11,0,35
54,0.09,4,1,31,4,0,296
68,1.0,11,0,30,4,1,18
64,0.19,12,0,28,6,0,440
50,0.45,10,1,35,7,0,34
50,1.0,10,0,68,4,1,1064
50,0.24,12,0,48,4,0,222
55,0.18,0,0,47,7,0,22
50,0.68,17,1,46,9,0,39
50,0.14,10,0,46,6,1,81
50,1.0,12,0,50,7,1,213
50,0.25,11,0,54,7,0,51
50,0.21,1,0,38,7,1,1400
50,0.27,0,1,41,8,0,755
50,1.0,2,0,49,7,1,461
50,0.01,10,0,73,4,0,225
76,0.08,16,0,53,7,0,1326
50,1.0,6,0,75,5,1,165
50,0.1,17,0,48,7,0,11
60,0.71,4,0,29,7,1,145
72,0.33,8,0,36,7,1,2103
50,1.0,5,0,57,7,1,347
50,0.03,10,1,59,7,0,75
95,0.51,9,0,34,6,0,307
100,0.03,0,1,29,7,1,8549
50,0.09,16,0,53,7,1,399
52,0.74,2,1,52,7,0,495
54,0.09,14,0,56,5,0,48
50,0.6,13,0,36,6,1,120
50,0.5,0,0,75,5,1,56
88,0.04,2,1,38,4,0,202
57,0.08,2,1,41,5,0,1228
76,0.08,4,0,30,6,0,58
72,0.16,4,0,59,7,1,1326
51,0.75,15,0,35,9,1,42
50,0.1,5,0,45,6,0,102
57,0.04,13,0,34,4,0,62
50,0.19,8,1,58,10,0,139
50,1.0,4,0,39,6,0,9307
76,0.69,2,0,33,5,0,1210
50,1.0,8,0,74,6,0,18
80,0.64,6,0,27,4,1,1
76,0.32,11,0,29,6,0,83
50,0.08,0,1,53,8,0,1445
57,0.08,7,0,53,7,1,4348
57,0.95,0,1,43,15,1,3019
50,0.28,8,0,32,6,0,17
50,0.42,2,0,34,4,1,4128
68,0.24,12,0,58,8,0,3317
50,0.87,10,0,63,6,0,36
55,1.0,7,0,72,5,0,1313
50,0.48,8,0,44,7,0,1326
50,0.12,9,0,29,8,0,72
60,1.0,7,0,30,4,0,516
50,0.54,1,1,39,5,1,4348
72,0.49,14,0,28,4,1,754
90,0.48,3,0,60,4,1,77
65,1.0,8,0,44,9,1,625
50,1.0,4,0,55,7,1,216
95,0.41,10,0,24,4,1,377
64,0.08,15,0,33,8,1,52
90,0.03,0,1,55,7,0,21
50,0.05,1,0,48,10,0,12
50,0.17,2,1,49,11,0,1135
50,1.0,9,0,41,5,0,245
80,0.27,2,1,34,4,0,59
50,1.0,16,0,51,5,1,354
100,0.02,9,0,20,7,0,44
90,0.95,11,0,21,7,1,1386
50,1.0,17,0,45,7,0,206
50,0.21,8,0,81,6,0,1182
50,0.27,2,1,40,10,1,185
50,1.0,7,0,87,7,1,1607
50,1.0,2,0,40,6,0,1282
100,0.43,13,0,27,7,1,2620
60,1.0,5,0,25,6,0,41
50,0.13,16,0,60,6,0,30
50,1.0,4,0,30,5,1,747
50,0.05,2,1,77,6,1,57
50,1.0,12,0,52,4,1,1943
80,1.0,7,0,23,6,0,581
50,0.58,0,1,53,8,0,2715
85,0.23,4,0,25,5,1,9307
50,1.0,8,0,45,6,0,18
50,1.0,8,0,61,7,1,1943
50,1.0,8,0,42,10,0,1408
50,0.45,1,1,51,4,1,1370
50,1.0,9,0,76,7,1,27000
50,0.83,16,0,49,5,1,15
50,1.0,15,0,84,4,1,25
51,0.21,6,0,31,5,0,1313
80,0.16,8,0,25,9,1,81
156,0.21,5,0,53,7,0,4116
50,1.0,5,0,58,4,1,2252
80,0.58,1,0,23,5,0,747
50,1.0,8,0,42,5,1,247
60,0.94,0,0,35,9,0,1326
55,1.0,3,0,76,6,1,122
50,0.54,1,1,57,11,0,76
54,1.0,8,0,32,9,1,369
50,0.08,14,0,37,4,0,1765
50,0.71,3,1,54,5,1,1521
72,0.03,5,0,26,5,0,2647
85,1.0,9,0,23,7,1,1313
72,0.08,5,1,45,11,0,4128
50,1.0,26,0,58,8,0,10
50,1.0,8,0,72,4,1,481
50,0.63,3,1,40,8,0,8915
50,1.0,2,0,45,6,0,298
50,0.22,13,0,43,6,1,354
50,1.0,11,0,53,6,0,1233
50,0.75,13,0,64,9,1,1232
50,0.55,3,0,45,7,0,213
50,1.0,9,0,50,5,1,3317
68,0.22,0,1,33,7,1,9307
50,0.24,1,0,70,6,1,467
50,0.75,7,1,76,11,1,230
76,0.12,15,0,31,7,1,1214
50,1.0,6,0,39,7,1,149
50,0.75,4,0,45,6,0,118
50,0.42,2,1,45,7,0,45
50,0.07,1,1,62,8,0,8549
50,1.0,10,0,38,6,0,27
64,0.36,3,1,29,4,0,1541
50,0.08,13,1,38,7,1,1326
50,0.38,3,1,43,11,0,61
50,1.0,3,0,65,6,1,295
50,0.22,1,1,34,8,0,122
100,0.26,10,0,45,6,1,30
50,0.26,7,0,50,6,1,42
68,0.22,1,1,28,4,1,302
50,1.0,10,0,60,7,1,118
90,1.0,6,0,39,5,0,57
85,0.54,11,0,27,5,0,2624
95,0.41,11,0,20,4,0,1451
50,0.89,11,0,80,4,1,282
50,1.0,11,0,82,5,1,149
50,1.0,11,0,44,5,0,211
51,0.27,5,0,62,6,1,3317
50,0.24,12,0,45,6,0,1753
50,0.69,1,0,37,5,1,416
50,1.0,5,0,44,5,1,586
85,0.68,2,0,20,6,0,19
95,0.02,16,0,23,5,1,270
65,0.08,8,0,52,5,1,7444
64,0.5,10,0,27,4,1,48
50,0.45,2,1,50,5,1,1448
71,0.27,10,0,31,6,0,636
50,0.85,16,0,61,8,0,1313
50,0.06,7,0,56,6,0,1054
50,0.2,2,1,63,5,1,66
50,0.74,6,1,72,7,1,27000
63,0.19,3,1,42,4,0,1817
80,0.39,0,1,34,4,1,9307
50,1.0,2,0,72,5,1,3095
50,0.08,0,1,68,7,1,160
51,1.0,16,0,28,7,0,39
50,1.0,3,0,42,8,0,25
71,0.12,5,1,41,6,1,269
50,0.27,0,0,59,4,1,7
50,1.0,13,0,45,8,1,287
80,0.28,3,0,32,7,0,30
50,0.08,7,0,32,11,1,169
50,1.0,6,0,82,6,0,229
50,0.27,8,0,45,7,0,48
55,1.0,9,0,28,5,1,57
72,0.48,16,0,47,7,1,1314
50,1.0,3,0,43,5,1,206
50,1.0,21,0,53,5,1,1055
85,0.07,10,0,23,14,1,348
76,0.45,3,1,32,4,0,4128
95,0.99,9,0,40,7,1,167
50,0.97,25,0,58,4,1,186
57,1.0,15,0,31,7,1,837
50,0.24,16,0,44,6,0,1313
61,0.16,2,0,33,7,0,1045
52,0.24,0,1,55,9,1,66
50,1.0,3,0,59,6,0,24
90,1.0,17,0,37,4,1,50
50,0.04,1,0,42,4,0,121
80,0.08,18,0,27,8,1,185
57,1.0,11,0,30,5,1,4348
50,0.1,1,1,42,11,0,31
85,0.65,5,0,27,6,0,3744
95,0.16,8,0,51,7,1,70
50,1.0,15,0,51,6,0,122
60,0.31,1,0,38,6,0,23
50,1.0,7,0,56,5,0,193
50,0.65,9,0,57,6,0,63
95,0.08,6,1,32,6,1,1326
51,0.87,4,1,54,5,1,4982
70,0.35,5,0,67,6,1,2377
50,0.43,0,1,38,10,1,889
50,0.57,3,0,52,6,0,88
50,1.0,5,0,30,6,0,18
50,1.0,4,0,56,7,0,141
50,0.04,0,1,69,7,0,143
50,1.0,13,0,38,7,1,155
50,1.0,10,0,60,6,1,115
50,0.24,1,0,58,4,0,120
50,1.0,19,0,54,8,1,54
106,0.01,1,1,69,4,1,3504
50,0.16,1,1,40,11,0,220
50,1.0,8,0,55,5,1,91
58,0.08,3,0,42,7,1,4393
65,1.0,9,0,38,6,0,383
51,0.12,1,1,42,8,0,16284
50,1.0,8,0,52,6,1,115
50,0.36,15,0,61,6,0,4116
87,0.18,3,0,60,6,0,4762
50,0.28,3,0,40,9,0,2415
72,0.49,8,0,27,6,1,15
95,0.57,1,0,54,5,1,154
54,0.1,2,0,45,10,1,2044
50,1.0,4,0,66,6,0,89
59,0.87,7,0,40,6,1,122
80,0.59,15,0,50,6,0,1054
50,1.0,10,0,63,7,1,230
50,0.11,17,0,62,7,0,286
50,0.16,0,1,60,11,0,9307
50,1.0,12,0,59,5,1,133
50,0.08,6,0,50,7,0,851
68,0.08,5,0,31,7,1,800
50,0.88,7,0,53,5,1,4128
100,0.41,9,0,19,5,1,7259
50,0.62,0,1,46,7,0,183
51,0.62,4,1,47,4,1,3233
50,0.72,7,0,55,8,0,83
50,1.0,4,0,59,5,1,317
50,1.0,5,0,63,7,0,51
76,1.0,7,0,33,4,1,443
80,0.16,1,1,40,7,0,74
50,0.49,12,0,56,6,0,1704
50,1.0,4,0,51,6,0,26
76,1.0,17,0,66,4,1,402
50,0.58,5,0,80,5,0,298
50,0.58,14,1,34,10,0,23
50,1.0,14,0,44,8,0,135
51,0.33,21,0,60,6,0,461
50,1.0,4,0,37,6,0,203
50,0.04,18,0,40,4,1,581
50,1.0,3,1,43,6,0,34
52,1.0,9,0,78,5,1,854
90,0.01,5,0,27,7,0,2715
50,0.07,1,0,58,8,0,451
51,0.61,17,0,35,5,1,405
63,0.26,11,0,39,6,1,283
54,0.03,3,1,76,6,1,543
50,0.41,1,0,63,5,1,3430
80,0.05,2,1,65,7,1,3317
72,1.0,10,0,42,7,0,831
50,0.2,6,1,55,10,0,127
50,0.78,3,1,56,4,1,197
50,0.08,14,0,45,8,0,813
52,1.0,8,0,52,10,0,12
57,0.12,6,0,32,7,1,115
68,0.54,0,1,61,11,0,4
95,0.79,9,0,24,5,1,3386
50,0.54,0,0,53,7,0,43
80,0.21,3,1,32,4,1,135
50,0.12,3,1,53,4,1,1907
118,0.74,1,1,33,4,0,218
50,0.83,5,0,68,6,0,27
50,1.0,5,0,53,4,1,4116
50,0.42,2,1,62,5,1,37
57,1.0,7,0,31,5,1,42
50,0.21,3,1,37,7,0,76
50,0.62,8,0,47,6,0,97
85,0.96,16,0,51,6,0,769
50,0.09,0,0,61,4,1,120
50,0.54,3,1,59,8,0,1784
50,0.59,8,0,39,7,1,1445
50,0.51,3,0,64,10,1,987
51,1.0,11,0,34,6,1,1204
50,1.0,9,0,28,4,1,198
52,0.43,7,0,40,10,1,40
50,1.0,10,0,53,7,1,10
50,1.0,8,0,81,6,0,243
50,1.0,10,0,51,7,1,45
76,1.0,17,0,29,11,1,33
50,0.08,1,1,44,4,0,223
50,0.32,11,0,54,5,0,129
72,1.0,3,0,33,4,1,9307
59,0.07,3,0,47,11,1,473
64,0.27,2,1,27,4,0,36
60,0.93,12,0,44,4,1,747
50,0.78,0,0,60,7,1,12
50,0.36,1,1,78,7,1,3301
50,0.08,3,0,41,5,0,4116
50,0.53,12,0,57,4,0,57
50,0.78,3,0,61,8,0,228
50,0.68,4,0,76,5,1,817
51,0.53,1,0,46,4,0,229
50,0.008219178,0,1,44,8,0,82
50,1.0,3,0,54,5,1,817
68,0.73,6,0,29,5,1,164
50,0.23,3,1,39,4,1,4348
50,1.0,15,0,40,4,1,229
50,0.79,4,0,49,6,1,1858
50,0.7,4,1,72,7,0,94
50,0.41,12,0,51,4,0,133
50,0.74,3,1,64,5,1,3317
50,0.08,5,0,41,4,1,772
59,1.0,1,0,36,4,1,5449
50,1.0,10,0,73,5,0,182
72,0.22,2,1,31,6,0,3184
50,0.0027322404371584,3,0,47,5,0,532
50,0.24,12,0,50,5,1,566
50,0.07,1,0,48,6,0,298
50,0.96,5,0,50,10,0,898
151,0.38,13,0,59,7,0,122
50,0.22,12,0,64,10,0,100
50,0.37,6,0,50,5,1,1182
68,0.5,2,0,29,10,0,1296
50,0.7,10,0,57,7,1,5449
80,0.0027397260273972,8,1,31,9,1,66
60,0.43,14,0,34,6,0,741
100,0.25,0,0,49,6,0,161
68,0.08,16,0,33,7,0,1871
50,1.0,5,0,59,7,0,522
78,0.04,11,0,48,7,0,817
50,0.08,15,0,43,6,0,528
58,1.0,14,0,29,7,1,4116
50,0.74,10,0,58,4,1,1817
60,0.11,3,0,35,5,0,577
50,0.08,0,1,39,10,1,4128
50,1.0,7,0,51,9,0,22
50,0.1,0,0,76,7,0,149
57,1.0,4,0,35,4,1,56
100,0.08,3,0,22,6,1,204
50,0.31,1,0,40,4,1,22669
85,0.82,6,1,24,10,0,23
50,0.08,12,0,52,12,1,201
70,0.59,9,0,26,5,1,32
76,0.03,4,1,42,6,0,3339
50,0.07,10,0,37,5,1,1139
50,0.62,0,1,44,4,1,28
50,1.0,9,0,53,6,1,39
54,0.96,1,1,42,7,0,411
80,0.52,0,1,44,7,1,200
100,0.45,13,0,22,6,0,259
95,0.21,4,1,31,7,1,779
76,0.38,10,1,39,7,0,3465
50,0.07,0,0,38,11,0,1521
50,0.47,13,0,37,7,1,98
51,0.45,10,0,32,7,1,336
60,0.24,11,0,29,5,0,14
50,0.81,8,0,45,10,0,235
72,1.0,10,0,81,9,1,11
90,0.38,5,1,38,6,1,3545
50,1.0,2,0,38,5,0,11
50,1.0,17,0,42,5,0,20
50,1.0,10,0,47,4,0,48
100,0.31,14,0,31,7,1,1408
90,0.83,2,0,24,5,0,11
70,0.74,13,1,40,6,0,9
133,0.5,6,0,25,7,1,44
50,0.5,1,0,49,5,1,4116
50,0.05,1,1,56,4,0,8023
53,0.89,11,0,33,4,1,177
72,0.38,1,1,75,4,0,77
50,0.33,12,0,35,6,0,5202
58,0.54,18,0,43,7,0,99
50,1.0,9,0,62,5,1,176
50,0.88,9,0,34,6,0,214
50,1.0,5,0,40,5,1,3688
50,0.3,9,0,60,7,0,562
80,0.93,12,0,21,5,0,226
85,0.28,14,0,22,4,1,218
90,0.07,19,0,52,9,1,48
50,0.5,19,0,47,9,1,3963
60,0.09,3,1,28,7,0,458
50,0.74,3,1,82,4,1,1986
50,1.0,2,0,55,7,1,399
50,0.08,0,1,40,12,1,3132
60,0.54,17,0,46,11,1,23
64,1.0,9,0,31,4,1,1313
72,0.08,1,1,30,4,1,7752
50,0.06,0,1,57,5,1,31
50,0.69,0,1,49,6,0,36
54,0.43,5,0,42,5,0,121
64,0.07,2,0,45,6,0,9307
51,1.0,5,0,43,6,0,1323
50,0.12,2,1,47,7,0,1450
76,0.37,15,1,28,9,0,70
70,0.63,3,1,50,5,1,114
68,0.35,1,0,45,7,0,581
50,0.55,2,0,50,11,0,1329
100,0.01,5,1,32,4,1,2580
76,1.0,12,0,26,5,1,269
100,0.06,9,0,37,5,1,1054
76,0.08,1,0,25,5,0,70
50,1.0,9,0,45,4,1,18
62,0.71,10,0,55,4,1,68
55,0.18,11,0,38,5,1,8455
50,1.0,1,0,54,6,0,10
80,0.16,6,0,33,6,0,9
50,0.29,7,0,57,4,1,252
62,0.35,1,0,41,4,1,405
50,0.78,12,0,64,7,1,149
50,1.0,18,0,75,9,1,355
57,1.0,11,0,33,5,0,747
50,0.24,17,1,45,6,1,983
100,0.56,6,0,18,5,1,135
80,0.17,0,1,38,7,0,5821
50,0.91,11,0,73,6,0,1457
50,0.74,4,1,43,4,0,1381
90,0.08,12,0,32,6,0,483
50,0.12,5,1,70,5,1,3963
68,1.0,5,0,51,6,0,3317
64,0.21,0,1,59,4,1,1326
100,0.68,0,1,26,4,1,237
100,0.08,6,0,23,5,0,1284
50,0.5,2,1,47,4,1,5859
50,0.87,1,1,63,8,0,595
57,0.84,2,0,29,8,1,490
80,0.12,11,0,48,7,1,356
50,1.0,10,0,42,7,0,197
57,0.93,11,0,31,4,1,73
50,0.12,13,0,38,6,0,636
50,0.74,10,0,61,9,1,21
51,0.36,5,1,33,7,0,3301
50,0.89,11,0,53,10,1,59
69,0.08,14,0,35,7,1,520
50,0.45,7,1,45,11,1,3991
50,0.08,12,0,42,11,1,1313
50,0.24,7,0,49,6,0,199
53,0.2,4,1,43,10,1,22669
50,0.46,14,0,43,8,1,3657
50,0.5,6,0,53,9,0,3963
50,0.42,10,0,48,7,1,48
51,0.54,5,1,61,4,1,71
100,0.08,13,0,21,4,0,43
50,0.82,3,0,55,6,1,272
64,0.42,9,0,34,6,0,125
50,1.0,4,0,77,5,1,1601
50,0.46,4,1,47,8,0,27000
72,0.85,7,0,48,10,0,2163
50,1.0,16,0,59,11,1,481
50,0.16,14,0,45,9,1,19
55,0.72,15,0,53,4,1,8549
50,0.45,4,1,48,7,0,4762
50,0.0027397260273972,0,0,56,5,0,2906
50,1.0,15,0,70,4,1,71
63,1.0,16,0,50,8,1,2278
50,1.0,11,0,50,7,0,12
50,1.0,5,0,50,7,0,4128
60,0.72,4,0,37,6,0,115
50,1.0,5,0,52,6,0,9307
50,0.5,9,0,51,6,0,17
50,0.08,2,1,36,7,1,170
60,1.0,14,0,31,10,0,40
100,0.1,1,1,42,4,1,4939
51,0.76,8,0,32,5,1,421
50,0.61,9,0,50,7,1,983
50,0.45,1,1,41,7,0,177
57,0.86,1,1,35,4,1,2131
50,1.0,12,0,51,8,1,30
50,1.0,12,1,67,10,1,983
50,1.0,8,0,22,7,1,2051
85,0.48,0,1,31,4,0,824
50,0.62,6,0,65,12,0,4762
57,0.15,10,0,38,10,0,120
76,0.38,7,0,32,6,1,326
50,1.0,10,0,44,6,0,65
50,1.0,9,0,30,6,1,92
50,1.0,10,0,45,7,1,1313
50,1.0,4,0,55,6,0,214
50,0.27,2,0,52,10,0,461
50,1.0,9,0,68,6,0,4087
50,0.12,4,1,54,7,0,28
50,0.97,8,0,45,6,0,78
56,0.08,14,0,53,4,1,374
50,0.68,3,0,51,7,0,37
50,0.41,3,0,34,8,1,144
60,0.15,10,1,34,11,0,180
50,0.85,12,0,68,6,0,18
85,0.33,9,0,28,6,1,1601
54,0.91,14,0,36,8,0,150
85,0.8,19,0,22,7,1,30
50,1.0,16,0,33,5,1,503
60,0.3,0,1,43,6,1,27000
64,1.0,7,0,28,5,0,45
156,0.46,7,0,24,4,0,165
50,1.0,9,0,34,6,0,50
50,0.5,18,0,41,10,0,9096
50,0.74,0,1,58,7,1,403
51,0.2,1,1,33,7,0,119
50,0.04,2,1,41,7,0,261
50,0.69,2,0,43,6,0,170
50,0.37,3,1,70,5,1,156
50,0.45,4,1,57,8,0,10477
100,0.83,8,0,23,5,0,23
50,1.0,12,0,71,6,1,107
50,0.2,1,1,34,7,0,50
50,0.01,0,1,51,8,0,918
50,1.0,6,0,34,7,0,31
50,1.0,8,0,68,5,1,116
50,0.28,5,0,67,5,0,343
50,1.0,15,0,40,6,0,29
50,0.08,12,0,53,6,0,52
64,0.06,9,0,42,6,0,86
50,1.0,2,0,74,7,1,91
50,0.1,0,1,62,7,0,516
53,0.21,7,0,38,5,0,289
95,0.03,13,0,64,4,1,2411
50,0.04,6,0,45,6,0,357
50,0.56,1,1,44,4,0,439
50,0.47,12,0,57,7,1,261
50,1.0,10,0,38,6,1,2038
60,0.08,1,0,39,5,0,800
50,0.0027397260273972,1,0,45,4,0,57
50,1.0,5,0,43,10,1,3708
50,1.0,14,0,38,7,1,30
72,0.49,1,0,30,6,0,322
76,0.92,7,0,34,6,1,1054
68,0.08,5,0,60,5,1,3866
100,0.01,10,0,27,5,1,15725
80,0.84,13,0,34,7,1,3744
50,0.63,2,1,42,6,0,84
50,0.03,2,1,77,7,0,2658
50,0.54,8,0,47,5,0,70
55,1.0,4,0,48,5,0,25
50,0.46,2,1,51,4,1,58
50,0.04,19,0,59,5,1,23
57,1.0,4,0,30,5,1,383
83,1.0,16,0,46,6,0,86
50,0.5,16,0,53,10,0,1622
50,0.29,2,1,57,8,0,25
50,1.0,7,0,62,4,1,19
50,0.2,5,0,77,6,0,42
