ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,Density
0,0.31,6,11,29,85,8455
0,0.18,6,7,63,50,392
0,0.4,4,6,29,60,57
0,0.33,5,6,28,68,821
0,0.43,7,4,44,50,1054
0,0.13,5,11,32,50,6336
0,0.45,8,2,31,57,59
0,0.32,7,0,56,50,59
0,0.46,7,2,31,80,78
0,0.04,7,9,71,50,203
0,0.0027397260273972,4,21,49,50,27000
0,0.5,6,6,26,72,111
0,0.78,8,17,25,72,15
0,0.42,6,8,47,50,112
0,0.59,9,0,54,50,3744
0,0.84,4,0,55,85,1601
0,1.0,6,1,50,50,4128
0,0.8,7,2,51,50,1485
0,1.0,6,7,49,50,86
0,0.08,7,1,66,50,649
0,1.0,7,15,50,80,3688
0,0.21,7,6,47,51,1313
0,0.0027322404371584,8,3,33,57,37
0,0.01,9,14,67,50,27000
0,1.0,4,11,35,50,1313
0,0.17,4,14,34,68,824
0,1.0,11,23,67,50,298
0,0.62,10,5,66,73,3366
0,0.21,6,8,20,85,3866
0,0.29,6,15,38,59,405
0,1.0,5,6,53,50,162
0,0.12,7,9,66,50,104
0,0.3,12,3,62,50,1521
0,1.0,7,9,53,50,2103
0,0.09,13,4,52,50,298
0,0.31,6,0,41,68,5763
0,1.0,5,10,42,50,276
0,0.14,8,0,46,50,539
0,1.0,6,13,49,50,222
0,1.0,10,11,49,50,93
0,0.96,10,1,80,50,26
0,1.0,5,7,49,50,23
0,0.41,6,12,50,50,30
0,1.0,5,2,49,50,95
0,0.12,4,2,41,68,27000
0,1.0,9,6,85,50,280
0,0.59,7,8,30,72,4116
0,0.82,4,17,35,51,155
0,0.22,4,4,29,85,481
0,0.5,6,5,63,50,481
0,0.33,6,5,65,50,9307
2,0.43,7,3,36,80,1753
0,0.2,10,2,48,50,39
0,0.77,4,0,46,50,1286
0,0.06,9,10,67,50,614
0,0.8,11,13,61,50,186
0,0.72,15,3,58,50,398
0,1.0,6,6,59,73,30
0,0.12,6,14,48,64,649
0,0.15,4,13,55,50,3744
1,0.75,4,15,72,50,57
0,0.83,4,10,51,50,79
0,0.11,4,7,52,50,48
0,0.08,7,5,40,50,1139
0,0.02,6,4,24,85,27000
0,1.0,7,9,45,72,1054
0,0.36,11,10,32,70,12374
0,0.25,4,1,40,64,127
0,1.0,8,18,42,50,20
0,1.0,9,5,58,50,25
0,0.7,6,4,48,55,465
0,0.26,5,11,47,50,2715
0,1.0,7,9,51,50,3301
0,0.05,7,8,34,50,227
0,0.08,7,3,40,80,1326
0,0.66,5,6,59,85,252
0,1.0,5,16,43,64,87
0,1.0,7,8,55,50,763
0,0.74,5,2,43,50,473
0,1.0,5,10,29,107,160
0,0.87,7,9,58,50,359
0,0.49,7,3,50,50,8
1,1.0,9,11,52,50,16
0,0.36,7,8,51,50,507
0,0.21,5,3,31,85,3301
0,0.81,4,0,48,50,990
0,0.13,4,20,23,80,562
0,0.19,4,13,46,100,561
0,0.03,6,10,42,50,399
0,0.48,4,14,37,54,1408
0,0.66,4,8,33,50,107
0,1.0,4,11,37,50,83
0,0.48,5,9,24,68,1006
0,0.07,7,5,54,50,47
0,0.15,8,1,52,76,8455
0,0.02,10,0,75,50,297
0,0.13,4,4,36,76,3317
0,0.12,6,2,67,64,4128
0,0.67,4,1,25,72,14
0,0.26,4,1,35,72,1217
0,0.03,8,2,68,90,237
0,0.59,4,6,48,50,366
0,1.0,5,2,43,50,1296
0,0.07,15,15,41,50,17
0,0.07,4,0,38,50,121
0,0.36,5,1,48,100,52
0,0.28,9,10,37,57,595
0,0.39,8,11,45,50,399
0,1.0,4,13,47,50,286
0,1.0,4,14,33,50,51
0,0.6,4,1,56,50,1313
0,0.44,5,2,53,50,30
0,0.23,12,1,50,50,115
0,0.74,5,12,43,76,4902
0,1.0,6,16,34,72,422
0,1.0,5,4,45,80,1376
0,0.08,4,3,28,68,3866
0,0.78,7,1,41,50,1228
0,0.87,12,2,60,50,472
0,0.99,5,3,32,54,2679
1,0.22,6,5,27,85,129
0,0.73,6,3,54,50,25
0,0.4,7,8,53,100,7313
0,1.0,5,12,57,59,1296
0,0.23,4,0,52,50,782
0,0.08,6,5,46,50,125
0,0.55,6,15,29,51,107
0,0.08,5,1,30,54,128
0,0.28,4,14,34,100,856
0,0.08,5,2,38,57,310
0,1.0,4,7,51,50,112
0,1.0,6,7,32,50,96
0,0.95,6,7,40,50,18
0,0.42,4,0,40,50,1250
0,0.07,6,7,31,90,310
0,0.21,6,4,47,95,1867
0,1.0,7,15,23,112,16284
0,0.5,8,16,40,90,3317
0,0.73,7,12,46,50,634
0,0.15,4,17,58,50,27
0,0.44,5,8,26,95,776
0,0.75,5,8,28,95,4348
0,1.0,4,18,20,90,226
0,0.24,4,0,25,72,267
0,1.0,4,12,48,50,473
0,1.0,6,1,52,50,405
0,0.05,8,2,52,50,2694
0,0.5,9,2,48,64,38
0,0.4,4,11,65,50,232
0,0.06,7,16,20,100,634
0,1.0,4,4,51,50,27
0,0.18,4,18,50,50,4348
0,0.12,6,11,49,50,19
0,0.35,4,11,40,50,405
0,0.07,7,4,50,50,67
0,0.13,4,12,40,50,295
0,0.45,6,5,35,51,64
0,0.71,4,2,59,50,4348
1,0.53,6,9,61,50,153
0,0.01,7,12,40,50,23
0,1.0,5,6,42,50,125
0,0.3,4,4,56,68,9307
0,0.05,11,1,57,50,252
0,0.4,6,0,70,50,255
0,1.0,5,6,71,50,1182
0,1.0,5,11,32,57,41
0,0.33,9,4,29,85,97
0,0.08,7,0,65,50,13
0,0.63,8,10,37,51,401
0,1.0,7,6,50,50,102
0,0.2,7,3,58,50,1326
0,1.0,4,13,34,94,32
0,1.0,5,3,43,64,120
0,0.02,5,6,28,60,92
0,0.06,8,30,75,50,50
0,0.45,5,1,40,54,1006
0,0.05,7,0,26,68,6902
0,1.0,5,11,76,50,399
0,0.7,6,5,27,80,6924
0,0.74,4,15,56,50,5723
0,0.32,6,10,44,50,89
0,0.07,6,1,63,50,36
0,0.08,7,17,34,85,98
0,0.6,9,1,68,50,1369
0,0.58,5,14,27,50,4348
0,0.46,10,1,60,50,29
0,1.0,4,15,20,80,203
0,0.06,8,0,34,60,721
0,0.36,6,4,63,50,28
0,1.0,5,5,62,50,213
0,0.14,9,0,42,53,168
0,0.11,4,0,56,50,2117
0,0.2,4,1,33,68,217
0,0.53,8,6,53,50,171
0,0.51,5,3,25,85,252
0,0.2,5,3,63,50,4
0,1.0,7,1,42,50,283
0,0.57,7,4,39,70,65
0,1.0,7,5,47,50,1165
0,0.2,8,16,27,68,155
0,0.23,7,18,34,90,21
0,1.0,8,16,59,50,2740
0,0.1,6,2,32,60,5539
1,1.0,5,9,46,62,9307
0,0.7,10,10,34,80,48
0,1.0,7,2,61,55,20
0,0.66,12,11,36,60,5449
0,0.21,5,8,34,50,177
0,0.08,4,15,30,67,3182
0,0.16,6,15,44,50,26
0,0.37,4,1,53,50,78
0,0.7,5,3,53,50,138
0,0.95,9,2,56,50,221
0,0.93,5,10,35,50,1039
0,1.0,7,12,45,50,117
0,1.0,5,7,36,50,66
1,1.0,5,2,55,50,105
0,0.72,5,13,41,50,49
0,0.27,8,12,33,50,1323
2,1.0,10,3,63,69,3946
0,0.63,5,4,63,100,6864
0,0.49,4,4,49,77,9307
0,0.49,10,15,46,50,43
0,0.0054794520547945,11,0,52,50,3
0,0.75,7,10,47,50,610
0,0.29,4,4,48,50,373
0,0.75,10,2,55,50,993
0,1.0,4,8,47,50,359
0,1.0,6,9,29,80,295
0,1.0,5,6,32,50,10
0,0.19,5,1,30,100,3744
0,0.4,7,1,32,68,1273
0,0.75,6,3,55,50,57
0,0.07,6,1,48,50,47
0,1.0,6,11,41,50,405
0,1.0,10,14,59,50,21
0,1.0,7,4,32,60,393
0,0.01,7,0,28,68,2818
0,0.08,5,11,42,50,76
0,0.09,5,0,67,50,3430
0,0.51,6,9,38,50,25
0,1.0,4,7,76,50,48
0,0.44,7,6,71,50,455
0,0.24,6,7,33,51,405
0,0.72,5,8,55,50,30
0,0.38,6,8,58,50,18
0,0.24,7,35,45,50,1313
0,1.0,5,11,36,51,17
0,0.008219178,6,10,23,80,9307
0,0.32,5,19,46,50,66
0,0.14,8,1,35,68,2715
1,0.05,6,0,69,50,3868
0,0.81,7,10,46,50,472
0,0.99,4,12,50,62,2859
0,0.06,6,8,56,50,616
0,0.21,5,0,40,111,4939
0,0.23,6,9,54,50,37
1,0.42,8,1,25,76,2792
0,0.71,4,4,41,50,657
0,0.24,6,7,45,68,5460
0,1.0,4,10,58,50,93
0,1.0,8,4,57,50,93
0,1.0,6,9,44,50,135
0,1.0,4,5,36,50,295
0,0.08,6,1,29,76,2906
0,0.06,5,1,44,50,1510
0,1.0,4,13,63,50,1403
0,0.06,4,0,32,85,1929
0,0.5,6,2,27,72,119
1,0.82,4,17,42,50,50
0,0.63,6,2,69,50,3301
0,1.0,5,9,31,85,117
0,0.42,5,1,59,50,1326
0,0.51,10,1,79,50,27000
0,0.33,5,1,48,78,114
0,0.3,4,0,39,72,74
1,1.0,7,5,26,64,91
0,0.03,5,5,23,95,33
0,1.0,5,15,61,112,3317
0,0.75,7,0,34,73,26
0,0.07,12,3,52,50,269
0,0.12,6,9,46,60,26
0,1.0,5,4,56,50,1214
1,0.91,4,11,33,50,405
0,0.5,4,5,30,52,167
0,0.53,5,14,33,51,1601
0,1.0,6,19,56,50,399
0,1.0,7,3,59,50,81
0,0.08,8,1,56,50,170
0,0.21,7,1,44,50,49
0,0.2,4,2,68,57,41
0,1.0,6,17,58,50,12
0,1.0,7,12,34,64,2044
0,0.97,4,19,55,50,194
0,0.57,7,8,53,52,11
0,0.84,5,12,20,95,120
0,0.5,7,13,32,57,3317
0,0.44,4,2,33,51,113
0,0.02,5,11,38,50,1739
0,1.0,5,11,59,50,28
0,1.0,7,8,79,50,478
0,1.0,7,15,53,50,213
0,0.53,7,1,39,50,137
0,0.03,7,2,43,50,3834
0,0.33,8,1,44,95,458
0,1.0,6,3,58,50,13719
1,0.53,5,2,50,50,10
0,0.13,4,3,38,72,6944
0,0.72,10,10,29,57,741
0,1.0,6,6,37,50,22
0,0.7,7,5,48,64,8549
0,0.15,5,16,27,80,1052
0,0.28,5,2,39,50,3657
0,0.08,7,12,32,64,458
0,0.7,5,26,28,57,41
0,0.12,5,5,50,50,1955
0,0.41,7,6,64,50,229
0,0.28,7,3,36,50,132
0,1.0,6,2,31,50,106
0,1.0,5,15,61,50,111
0,1.0,5,13,51,64,40
0,0.29,11,2,52,50,182
0,0.72,7,23,42,54,38
0,0.6,9,19,79,50,1313
0,0.5,6,5,29,60,1313
0,0.2,4,1,41,85,90
0,0.09,5,5,44,85,359
0,0.09,6,16,19,100,957
0,1.0,7,4,71,50,182
0,0.28,5,1,36,54,4128
0,0.72,6,6,30,68,745
0,0.12,6,5,63,53,182
0,0.15,6,1,27,64,4427
0,0.08,5,0,50,50,6736
0,0.16,7,16,24,80,56
1,1.0,6,8,44,71,8455
0,0.54,6,13,55,50,4128
0,1.0,4,12,50,50,983
0,1.0,7,4,47,50,1313
0,0.2,5,8,25,85,42
0,0.5,6,1,55,50,631
0,0.24,7,2,28,80,3963
0,0.53,10,15,37,50,793
0,0.0027397260273972,6,0,35,57,45
0,1.0,6,2,63,50,27000
0,0.08,5,2,38,70,495
0,1.0,6,5,35,72,7259
0,1.0,10,8,37,57,366
0,0.25,4,3,48,50,76
0,0.63,4,15,40,53,2642
0,0.43,4,9,34,100,7887
0,0.03,10,9,61,50,184
0,1.0,5,6,30,50,18
0,1.0,5,5,32,50,988
2,1.0,4,2,33,57,3317
0,0.21,7,19,25,72,677
0,0.45,7,4,66,50,4220
0,0.53,6,8,49,100,229
0,0.18,8,0,25,95,2569
0,0.24,5,4,57,50,125
0,0.95,6,14,52,50,84
0,0.15,6,4,32,68,234
0,0.08,6,9,27,64,76
0,0.76,7,0,66,50,378
0,0.08,5,0,42,50,572
0,0.58,8,0,58,50,270
0,1.0,4,14,38,51,44
0,0.21,6,7,45,50,13520
0,0.14,6,6,25,76,5763
0,1.0,5,7,61,50,853
0,0.5,8,6,59,50,1397
0,1.0,4,6,39,50,96
0,0.29,12,6,53,50,6902
1,0.29,11,6,41,50,176
0,1.0,6,23,52,50,86
0,0.24,5,10,45,50,286
1,0.04,7,0,34,50,609
0,0.5,7,14,38,50,1326
0,1.0,6,10,37,50,1052
0,0.25,6,5,55,60,3866
0,0.57,6,3,52,50,111
0,0.08,5,19,45,85,1871
0,0.08,7,3,23,80,2257
0,1.0,6,5,55,50,405
0,0.63,4,14,31,50,370
1,1.0,8,16,58,62,31
0,0.46,11,4,53,50,1002
0,1.0,7,11,45,50,57
0,0.63,6,3,49,50,30
0,0.5,8,0,55,58,46
0,0.22,4,5,78,50,3744
0,0.09,4,13,47,50,478
0,0.03,10,2,41,50,4998
0,0.24,7,8,54,50,53
0,1.0,6,2,54,50,745
0,0.49,5,1,39,57,27
0,0.27,6,3,37,71,209
0,1.0,7,11,37,50,542
0,1.0,7,9,75,50,234
0,0.91,6,1,46,50,30
0,0.24,9,3,34,50,174
0,0.53,5,1,45,50,960
0,0.03,9,1,41,50,87
0,0.09,6,10,35,50,222
0,0.5,9,1,62,69,3317
0,1.0,7,14,33,50,26
0,0.53,7,1,52,50,126
1,0.53,13,0,51,50,46
0,0.08,5,9,62,85,2105
0,0.23,4,8,31,80,1704
0,0.22,7,1,29,54,73
0,0.31,7,0,51,50,94
0,0.08,5,4,43,72,645
1,1.0,8,4,65,75,4172
0,0.9,5,6,22,100,159
0,1.0,6,4,58,53,481
0,0.58,7,10,42,50,265
0,0.15,6,2,78,50,342
0,1.0,12,7,51,50,498
0,1.0,10,13,45,50,115
0,0.43,8,15,30,56,2733
0,0.16,6,15,29,72,218
0,0.04,10,4,62,50,313
0,1.0,6,11,47,50,45
0,0.28,8,10,49,50,776
0,0.08,5,12,29,64,1326
0,0.45,7,1,37,50,170
0,0.24,4,1,29,60,3317
0,0.21,5,10,37,76,2715
0,0.04,6,9,31,76,66
0,0.71,7,2,35,68,3545
0,0.49,12,16,49,64,88
0,0.92,7,14,52,50,10156
0,0.2,4,3,33,64,3991
0,0.7,8,3,51,55,93
0,1.0,7,5,34,50,1237
0,0.08,7,1,46,50,3541
0,0.28,4,12,44,50,78
0,0.08,4,4,38,76,107
0,0.07,5,13,36,51,1501
0,0.24,6,12,43,50,18
1,1.0,7,6,49,50,405
0,0.88,7,3,43,58,1064
0,0.08,5,10,37,50,81
0,0.47,5,1,51,50,35
0,0.71,4,2,34,57,356
0,0.53,9,1,46,72,6257
0,0.08,4,11,24,125,8455
0,0.61,8,13,56,50,23
0,0.57,11,0,29,57,158
0,1.0,6,2,44,50,119
0,0.5,4,0,76,50,1193
0,0.25,7,8,29,68,271
0,0.28,5,10,44,50,40
0,0.1,4,3,36,112,27000
0,0.19,11,18,44,50,1974
0,1.0,9,10,48,50,186
0,0.55,6,12,22,85,405
0,0.55,6,0,27,64,565
0,0.71,7,1,72,50,192
0,0.85,5,10,33,54,26
0,0.46,4,1,25,90,101
0,0.46,4,1,61,59,260
0,0.24,7,0,42,50,88
0,0.5,5,12,21,100,4059
0,0.27,4,0,43,78,376
0,0.08,7,1,40,66,3317
0,0.03,7,4,56,50,214
0,0.12,5,3,73,50,93
0,0.46,7,3,57,50,69
0,0.3,6,5,60,50,776
0,0.12,9,0,24,90,4348
0,1.0,8,3,58,50,4116
0,1.0,7,10,22,80,227
0,1.0,6,10,31,57,153
0,0.76,7,11,50,50,851
0,0.13,7,11,75,50,298
0,0.44,7,19,40,50,25
0,0.23,7,7,39,78,25
0,0.23,7,3,31,60,25
0,1.0,5,8,41,50,57
0,0.33,5,5,38,50,45
0,0.58,4,2,51,50,886
0,0.16,6,11,25,90,399
0,1.0,7,5,41,50,471
0,0.5,7,15,42,50,4762
1,1.0,4,6,27,106,1082
0,0.8,7,9,45,50,85
0,0.15,7,1,45,50,207
0,1.0,9,10,41,50,12
0,1.0,6,8,31,50,48
0,1.0,6,10,37,50,167
0,0.66,7,3,59,51,286
0,0.45,7,1,27,90,6485
0,0.67,10,8,30,57,27000
0,0.43,7,3,76,50,17140
0,1.0,6,4,50,50,9
0,0.08,6,19,20,100,867
0,0.57,5,6,21,100,10961
0,0.91,7,9,42,50,119
0,0.52,6,10,31,80,1380
0,0.03,4,3,51,54,3301
0,0.19,6,4,37,54,213
0,0.12,6,4,53,50,2446
0,0.15,9,3,43,76,824
0,0.08,10,12,48,60,27000
0,1.0,7,14,36,50,1192
0,1.0,7,20,43,50,713
0,0.71,6,9,44,90,32
0,0.44,6,1,51,50,28
0,0.09,12,0,37,50,2411
0,0.08,8,21,34,62,3317
0,1.0,6,12,48,72,669
0,0.08,4,5,37,85,1699
0,0.54,5,19,24,85,374
0,1.0,4,21,64,50,84
0,0.33,9,16,43,68,1313
0,0.1,5,3,27,68,4128
0,1.0,4,11,25,85,31
0,0.08,4,18,29,76,2715
0,0.95,6,17,48,95,16
0,0.54,15,1,48,50,2663
0,0.7,5,3,57,50,66
0,1.0,10,3,61,50,12
0,1.0,4,17,32,90,1054
0,0.09,10,0,34,58,27000
0,0.77,5,12,48,53,1704
0,1.0,6,1,49,55,26
0,0.08,11,8,52,70,1451
0,0.25,8,2,33,118,4172
0,1.0,5,7,49,50,1299
0,0.01,6,3,40,50,658
0,0.63,7,1,61,50,9307
0,0.5,7,14,58,50,132
0,0.09,6,8,30,76,644
0,0.62,6,12,28,61,7306
0,0.27,4,5,37,50,35
0,1.0,4,9,44,50,50
0,1.0,4,4,74,50,1182
0,0.09,4,2,50,50,778
0,0.3,8,2,58,51,16533
0,1.0,5,4,41,50,165
1,0.71,7,2,78,50,413
0,0.48,6,9,30,59,113
0,1.0,7,9,82,50,537
0,1.0,4,6,76,50,44
0,0.53,5,5,54,63,6689
0,0.64,6,10,48,50,213
0,0.95,9,2,49,50,1101
0,1.0,4,4,40,50,1313
0,0.41,7,7,36,80,190
0,0.61,6,1,25,100,350
0,0.47,8,1,50,50,107
0,1.0,6,7,68,50,741
0,0.0027397260273972,9,8,69,50,140
0,1.0,6,9,53,50,40
0,0.21,4,5,36,100,273
0,0.12,7,3,55,52,783
0,0.21,10,11,48,100,533
0,0.46,6,0,32,64,88
0,1.0,7,10,40,50,194
0,0.26,5,1,30,54,688
0,0.75,10,5,52,50,413
0,0.08,5,3,39,68,23
0,0.33,10,3,53,50,602
0,0.46,7,1,48,50,543
0,1.0,6,5,31,60,2699
0,1.0,7,2,48,61,3688
0,0.8,4,3,39,51,3301
0,1.0,7,15,58,50,196
0,0.26,4,10,46,50,103
0,0.55,7,1,63,50,516
0,0.63,9,2,66,50,61
0,0.75,7,5,53,50,165
0,0.71,7,1,35,50,828
0,0.03,13,9,43,50,125
0,0.54,6,2,41,50,1217
0,1.0,6,7,49,50,1408
0,0.008219178,10,2,61,50,3963
0,1.0,4,15,64,52,763
0,0.08,6,7,48,85,411
0,0.1,4,0,47,100,433
0,0.54,7,3,29,68,111
0,1.0,4,2,58,50,27000
0,0.05,7,0,40,50,269
0,0.13,7,1,57,50,59
0,1.0,6,3,45,50,587
0,0.84,7,0,35,76,9307
0,0.78,5,0,29,64,25
0,0.74,5,3,29,60,36
0,0.002739726,5,3,32,57,2679
0,0.81,7,0,49,100,27000
0,0.29,7,3,44,50,116
0,0.28,6,12,39,70,9
0,0.5,6,7,37,57,405
0,0.63,5,4,35,72,18
0,1.0,7,1,50,50,149
0,0.87,7,15,39,50,1054
0,0.29,11,8,38,50,279
0,0.79,7,1,54,50,3744
0,1.0,9,6,33,90,3075
0,0.06,6,1,64,50,8
0,0.74,7,3,30,68,1381
0,0.49,5,6,52,50,376
0,1.0,7,15,46,52,25
0,1.0,6,11,45,50,2949
0,1.0,7,17,62,50,65
0,0.27,8,0,38,52,150
0,0.86,8,12,25,68,23
0,0.51,7,9,56,50,413
0,0.19,8,19,37,51,186
0,0.25,6,2,71,50,4253
0,0.33,8,11,39,57,29
0,0.08,7,7,39,56,3465
0,1.0,6,9,36,50,1501
1,0.25,7,20,52,100,29
0,0.07,12,12,52,50,201
0,0.44,8,4,54,50,4436
0,0.32,5,5,27,60,135
0,1.0,6,1,48,50,776
0,0.16,7,1,30,72,580
0,0.6,6,1,44,50,741
0,0.37,7,8,44,51,33
0,0.58,7,4,41,50,4985
0,0.55,9,0,54,50,56
0,1.0,7,5,55,50,50
0,0.71,5,4,53,50,16533
0,1.0,5,23,37,50,14200
0,0.08,7,5,50,50,585
0,0.85,12,14,55,50,39
0,0.83,7,11,70,50,308
0,0.06,5,0,55,50,325
0,0.72,8,0,51,50,64
0,0.05,5,3,66,50,43
0,0.28,6,17,45,90,1313
0,0.91,6,11,54,62,65
0,0.05,4,16,40,50,52
1,1.0,6,2,51,50,1182
0,1.0,4,11,53,50,93
0,0.04,8,5,50,50,645
0,0.77,5,4,32,50,17140
0,1.0,4,29,89,50,23
0,0.05,11,1,61,50,3184
0,0.41,4,15,39,95,1101
0,0.44,7,10,60,50,412
0,0.31,6,14,24,68,52
0,1.0,6,7,55,50,54
0,0.95,4,3,39,51,527
0,0.29,7,2,32,50,1443
0,0.08,5,10,34,54,1846
0,0.74,7,12,31,60,295
0,0.16,4,16,45,50,1192
0,0.08,8,21,40,52,43
0,1.0,6,6,74,50,27
0,0.63,6,4,42,50,657
1,0.62,4,3,29,90,70
0,0.02,7,0,46,50,27000
0,1.0,7,15,42,72,1054
0,0.43,5,12,59,50,229
0,0.19,4,2,24,90,99
0,0.07,6,9,47,50,7259
0,0.49,5,5,55,50,610
0,1.0,7,1,31,64,57
2,0.04,5,0,72,50,134
0,1.0,6,13,42,50,1440
0,0.09,10,10,24,85,6944
0,0.69,4,9,21,85,870
0,0.08,10,4,67,50,483
0,0.75,5,0,60,69,262
0,0.13,6,6,63,50,405
0,1.0,5,3,47,50,359
0,1.0,9,10,33,50,747
0,0.2,7,3,51,50,698
0,1.0,5,12,27,72,824
0,0.84,5,16,23,118,46
2,0.91,6,0,65,62,343
0,0.49,4,9,55,50,1313
0,0.03,7,6,45,50,299
0,0.3,5,3,40,85,17140
0,1.0,6,7,70,50,1054
0,0.2,5,11,29,81,56
0,0.25,4,4,30,80,3866
0,0.08,5,13,46,50,42
0,1.0,6,14,50,76,1408
0,0.81,6,2,36,50,1955
0,0.54,5,8,44,57,4116
0,0.07,5,7,48,50,645
0,0.41,6,11,70,50,495
0,0.1,6,2,35,51,1287
0,0.5,9,2,44,50,335
0,0.51,6,16,62,50,91
0,0.04,11,3,40,50,116
0,1.0,4,13,52,50,31
0,1.0,4,9,47,125,24
0,1.0,6,7,34,50,144
0,0.08,6,4,46,54,653
0,0.2,7,1,34,50,1320
0,0.04,7,5,50,50,58
0,0.24,10,9,29,72,4128
0,0.16,6,4,30,90,1332
0,0.19,7,20,54,85,26
0,0.2,7,2,37,50,84
0,0.04,11,6,49,68,2139
0,0.39,5,1,65,50,291
0,0.27,6,3,43,50,3744
1,0.82,5,8,53,50,8549
0,0.08,11,6,50,50,1541
0,1.0,6,6,51,58,27000
0,0.82,6,9,46,80,2740
0,0.7,6,3,44,50,15
0,0.49,6,8,30,57,2733
0,0.0081967213114754,6,2,42,50,3541
0,0.95,4,1,79,50,2733
1,0.41,7,8,29,62,542
0,1.0,5,5,55,50,58
0,0.49,6,9,44,50,10
0,0.51,6,2,47,50,133
0,0.36,6,14,54,50,14
0,0.88,4,12,53,50,657
0,0.03,5,6,43,50,229
0,0.08,7,3,44,76,9307
1,0.71,7,5,27,100,6157
0,0.08,10,1,55,50,356
0,0.29,4,4,52,50,328
0,0.87,8,0,44,51,25
0,1.0,7,6,65,50,10
0,1.0,4,6,56,50,153
0,0.11,7,0,81,50,8455
0,0.75,8,1,51,50,34
0,0.74,4,2,58,50,2019
0,0.06,4,0,47,50,143
0,1.0,4,17,37,50,88
0,0.21,5,1,47,50,104
0,0.4,9,9,32,60,2252
0,0.85,4,12,34,90,483
0,0.82,8,8,48,50,86
0,0.69,7,16,34,54,198
0,0.2,4,1,39,66,4128
0,1.0,4,17,64,50,240
0,0.13,7,9,30,72,467
0,0.34,5,4,26,118,8
0,1.0,4,9,21,100,983
0,0.5,7,5,36,65,756
0,0.24,7,10,36,50,54
0,0.27,4,20,29,60,186
0,1.0,7,11,33,51,12
0,1.0,5,8,26,90,222
0,0.73,7,10,64,50,46
0,1.0,4,3,45,50,215
0,0.07,6,16,33,76,50
0,1.0,6,10,44,50,1192
0,0.11,10,1,25,78,220
0,0.08,7,12,49,50,80
0,1.0,6,9,46,50,35
0,0.03,7,2,42,95,5877
0,1.0,4,1,78,50,27000
0,0.33,7,4,54,50,194
0,0.01,7,26,40,68,88
0,1.0,5,13,38,50,53
0,0.71,4,2,64,68,104
0,0.24,4,1,28,60,65
0,0.03,10,3,49,86,8549
0,0.88,5,5,32,50,287
0,0.46,7,12,43,85,4762
0,1.0,5,6,35,50,8455
0,0.21,7,3,49,50,6570
0,1.0,4,3,68,50,95
0,0.08,7,2,42,64,3744
0,0.02,5,0,64,50,67
1,1.0,4,11,36,67,4128
0,0.55,7,6,31,54,91
0,1.0,10,5,51,50,51
0,0.25,7,3,54,50,458
0,0.27,4,6,23,95,57
0,0.5,7,8,41,50,161
0,0.23,7,10,45,56,1408
0,0.5,4,1,27,72,1937
0,0.11,6,10,21,100,1287
0,0.53,4,1,41,57,167
0,1.0,7,16,25,64,27000
0,1.0,5,13,70,50,4762
0,0.98,4,8,41,50,229
0,0.28,10,1,44,50,220
0,0.0054794520547945,7,1,29,76,14
0,1.0,4,14,58,57,3744
0,0.01,4,0,75,50,139
0,0.04,5,2,52,50,112
0,0.47,5,2,37,54,283
0,1.0,10,13,38,50,31
0,0.27,8,0,29,54,2740
0,1.0,6,13,32,50,69
0,1.0,7,17,67,50,212
0,0.07,4,9,43,50,60
0,1.0,7,1,45,50,142
0,0.1,10,3,68,50,342
0,1.0,5,7,63,50,141
0,0.91,7,3,44,50,118
0,0.17,5,13,21,118,204
1,0.06,7,0,53,50,4762
0,0.48,7,5,51,50,282
1,1.0,4,25,75,50,40
0,0.2,7,0,56,50,58
0,0.96,10,3,44,50,1807
0,0.55,6,6,48,50,1962
0,1.0,5,5,51,50,1287
0,0.11,10,7,38,90,12374
0,0.36,11,0,30,85,5628
0,0.36,9,10,29,50,252
0,0.12,4,12,70,50,614
0,0.95,5,3,49,50,51
0,1.0,5,9,54,50,763
0,0.84,14,4,42,72,1323
0,0.25,8,13,41,64,1054
0,1.0,7,1,45,50,1192
0,0.4,14,3,47,50,1165
0,0.29,6,18,51,50,59
0,0.17,7,9,51,50,451
0,1.0,8,10,60,50,44
0,0.8,10,2,68,69,27000
0,0.54,4,3,37,50,3103
0,0.08,7,5,35,76,283
0,0.24,4,6,53,50,137
0,0.17,6,2,26,100,26
1,1.0,4,7,78,54,9307
0,1.0,6,3,71,50,25
0,0.06,4,3,54,50,86
0,0.2,14,7,33,80,4128
0,0.54,5,0,85,50,50
1,0.37,5,5,25,76,93
0,0.15,7,5,50,95,1329
0,0.1,12,3,26,90,824
0,1.0,6,9,64,50,1054
0,0.87,11,5,58,50,43
0,0.12,7,5,38,50,966
0,0.06,5,5,32,57,1622
0,0.87,6,3,29,57,1227
0,0.14,5,1,48,50,14368
0,0.71,6,2,55,50,159
0,0.15,6,7,36,50,4116
0,0.63,5,10,44,105,105
0,0.23,7,1,36,50,226
0,1.0,5,4,33,85,4116
0,1.0,5,3,44,50,3317
0,1.0,4,8,33,50,303
0,1.0,9,13,39,54,125
0,0.16,9,0,60,50,3744
0,0.36,7,1,35,57,533
0,0.31,5,3,49,50,298
0,0.21,9,7,59,50,3744
0,0.17,6,2,39,50,2054
0,0.75,6,12,59,50,135
