,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,Density
240620,0,0.55,10,8,44,50,101
240621,0,0.26,4,0,37,100,27000
240622,0,0.24,6,9,29,67,4427
240623,0,1.0,7,7,28,57,57
240624,0,0.62,5,0,23,100,3366
240625,0,1.0,5,9,64,51,115
240626,0,0.0054794520547945,7,1,60,50,133
240627,0,0.24,6,8,54,50,268
240628,0,0.46,12,5,54,112,15703
240629,0,0.63,9,17,52,62,1313
240630,0,0.53,8,7,48,50,3852
240631,0,1.0,5,8,40,64,65
240632,0,1.0,6,15,59,50,50
240633,1,1.0,6,13,31,106,83
240634,0,0.86,6,15,53,50,1313
240635,0,0.04,7,1,35,50,5460
240636,0,0.31,4,16,44,50,2044
240637,0,1.0,7,11,34,50,13
240638,0,1.0,4,8,45,50,14
240639,0,0.07,7,2,54,50,1867
240640,1,0.1,6,16,18,100,3744
240641,0,0.1,5,3,49,50,138
240642,0,0.49,7,11,46,50,155
240643,0,0.63,7,16,32,50,14
240644,0,0.29,11,10,35,50,181
240645,0,0.45,5,1,35,76,51
240646,0,0.03,4,13,72,50,23
240647,0,0.3,4,3,29,80,52
240648,0,0.12,6,0,26,72,1135
240649,0,0.07,11,8,42,57,44
240650,0,1.0,4,6,27,64,614
240651,1,0.57,6,1,28,64,209
240652,0,0.0027397260273972,4,14,35,80,39
240653,1,0.26,5,3,54,72,747
240654,0,0.08,4,2,27,64,2983
240655,0,0.47,7,10,50,50,96
240656,0,0.2,6,8,27,76,3021
240657,0,1.0,5,3,39,50,112
240658,0,0.0027397260273972,6,7,20,95,31
240659,0,0.24,4,12,38,50,586
240660,0,0.18,7,10,27,76,3021
240661,0,0.47,5,8,38,50,108
240662,0,0.84,8,8,46,54,43
240663,0,1.0,5,5,52,50,3744
240664,0,0.08,6,12,47,95,1307
240665,0,0.56,5,4,71,50,68
240666,0,0.05,8,1,35,50,33
240667,0,0.5,6,6,42,50,566
240668,0,0.93,7,13,50,72,2715
240669,0,0.67,11,8,49,51,400
240670,0,0.14,6,14,45,50,4579
240671,0,0.37,5,1,40,95,78
240672,0,1.0,7,4,54,50,23
240673,1,0.19,5,3,43,50,298
240674,0,0.21,10,7,41,50,4436
240675,0,0.71,7,15,46,50,8549
240676,0,0.08,7,2,57,50,704
240677,0,0.28,8,3,41,50,4128
240678,0,0.74,7,1,66,50,247
240679,0,0.28,4,3,64,50,15
240680,0,0.51,7,13,46,50,111
240681,0,0.97,8,12,50,50,93
240682,0,0.5,7,3,35,51,443
240683,0,0.36,4,1,56,50,800
240684,0,0.15,7,5,36,50,1313
240685,0,0.008219178,5,2,45,50,22
240686,1,0.75,10,7,78,50,9
240687,0,0.38,5,3,30,68,3184
240688,0,0.12,5,0,26,76,533
240689,0,1.0,10,2,31,60,8
240690,2,0.39,6,12,55,50,4116
240691,0,0.08,5,10,37,76,642
240692,0,0.57,5,10,59,50,34
240693,0,0.25,6,2,69,50,218
240694,0,0.08,5,1,49,50,4479
240695,0,0.5,5,3,49,50,3430
240696,0,0.74,7,1,47,50,12750
240697,0,0.12,6,10,42,50,17
240698,0,1.0,4,10,67,57,831
240699,0,0.66,5,11,60,50,1326
240700,0,0.45,5,2,55,50,48
240701,0,0.26,7,11,32,90,388
240702,0,0.08,6,11,42,64,5460
240703,0,0.07,4,0,37,60,1369
240704,0,0.06,4,0,25,100,291
240705,0,0.36,4,18,31,54,12374
240706,0,0.87,6,2,61,50,3301
240707,1,0.8,4,12,59,62,1600
240708,0,0.02,4,1,41,50,296
240709,0,0.53,6,3,60,50,64
240710,0,0.04,8,0,35,50,13719
240711,0,1.0,6,14,31,64,224
240712,0,0.5,9,6,36,80,4762
240713,0,0.1,7,0,57,50,218
240714,0,0.93,10,8,47,50,34
240715,0,1.0,7,2,74,50,27000
240716,0,0.94,8,0,56,50,23
240717,0,0.45,7,1,59,50,29
240718,0,0.18,5,18,54,50,27
240719,0,0.18,7,5,59,50,4393
240720,0,0.27,6,12,65,50,7444
240721,1,1.0,8,5,48,50,485
240722,0,1.0,7,12,62,50,33
240723,0,0.08,4,7,73,80,9307
240724,0,0.08,4,17,41,50,55
240725,1,0.24,6,3,31,51,36
240726,0,1.0,6,14,55,50,657
240727,0,1.0,8,13,40,50,405
240728,0,0.57,6,7,29,54,105
240729,0,0.8,6,8,21,95,90
240730,0,0.6,6,15,28,76,5763
240731,0,0.36,6,5,52,50,237
240732,0,0.7,10,1,43,50,3301
240733,0,0.5,7,13,36,72,282
240734,0,1.0,7,15,43,90,1314
240735,0,0.7,7,10,52,50,330
240736,0,0.24,9,3,67,50,5460
240737,0,1.0,7,4,76,50,568
240738,0,0.0054794520547945,4,12,69,54,405
240739,0,1.0,6,13,49,50,614
240740,0,1.0,10,6,47,50,203
240741,0,0.91,6,11,38,50,40
240742,0,0.51,7,19,47,50,45
240743,1,0.06,5,0,37,50,3317
240744,0,0.72,6,2,37,50,20
240745,0,0.53,4,4,40,50,1287
240746,0,1.0,5,3,68,50,614
240747,0,0.71,7,2,74,54,3301
240748,0,1.0,7,8,56,50,13
240749,0,0.63,7,0,65,50,5
240750,0,0.01,7,15,40,95,745
240751,0,0.07,9,14,37,56,186
240752,0,0.14,5,1,50,90,104
240753,0,0.83,6,14,56,55,4087
240754,0,0.41,6,6,69,50,152
240755,0,0.27,5,1,69,50,27000
240756,0,0.03,7,14,41,95,405
240757,0,0.07,5,12,50,53,30
240758,0,0.3,9,6,57,50,14368
240759,0,0.12,5,0,33,72,109
240760,0,0.52,4,21,46,50,1847
240761,0,0.36,4,10,23,100,3274
240762,0,0.79,6,5,40,57,488
240763,0,1.0,7,5,35,50,162
240764,0,0.12,10,3,61,50,3301
240765,0,0.45,6,2,38,90,133
240766,0,0.41,6,12,53,50,398
240767,1,0.32,6,6,44,76,1027
240768,0,0.0027397260273972,6,8,26,70,1328
240769,0,1.0,7,6,49,50,1313
240770,0,0.54,5,5,49,50,145
240771,0,0.37,6,1,33,71,118
240772,0,0.44,9,4,35,50,405
240773,0,0.2,7,2,66,50,1072
240774,0,1.0,8,2,36,50,59
240775,0,0.26,5,4,27,85,214
240776,0,1.0,11,7,52,51,521
240777,0,0.63,11,2,69,50,166
240778,0,1.0,10,9,31,50,149
240779,0,1.0,9,5,47,50,8455
240780,0,1.0,7,15,45,50,741
240781,0,0.66,8,1,38,50,310
240782,0,0.27,7,3,37,51,741
240783,0,0.64,10,10,52,50,67
240784,0,1.0,5,9,56,50,9
240785,0,0.23,7,6,27,76,50
240786,0,1.0,7,19,80,50,405
240787,0,1.0,5,14,50,50,340
240788,0,0.24,5,1,25,80,2167
240789,0,0.12,5,7,27,90,7259
240790,0,0.54,4,3,62,50,2252
240791,1,0.78,6,10,53,57,298
240792,0,0.5,8,13,52,50,28
240793,0,0.72,6,10,53,50,3859
240794,0,0.87,11,2,49,50,3301
240795,0,0.19,6,5,41,50,192
240796,0,0.02,4,19,45,50,256
240797,0,0.08,4,12,47,50,269
240798,0,0.96,8,1,39,50,384
240799,0,0.08,5,1,53,58,1972
240800,0,0.87,8,0,36,50,25
240801,0,0.49,5,0,51,50,99
240802,0,0.16,5,10,51,50,203
240803,0,0.53,7,17,48,50,30
240804,0,0.12,9,2,27,72,88
240805,0,0.06,8,15,59,50,1456
240806,0,0.04,7,19,66,55,33
240807,0,0.28,8,3,52,50,6617
240808,0,0.18,7,2,42,106,5877
240809,0,1.0,7,15,40,50,30
240810,0,0.73,14,8,76,50,16
240811,0,0.21,7,2,65,50,99
240812,0,0.03,4,4,34,51,251
240813,0,0.04,7,4,82,50,4762
240814,0,0.29,8,0,75,50,225
240815,0,1.0,7,11,70,50,22
240816,0,0.04,6,2,36,63,2404
240817,0,0.0082191780821917,7,9,32,51,28
240818,0,1.0,7,6,39,64,374
240819,0,0.38,5,1,64,50,388
240820,0,0.08,7,0,40,50,177
240821,0,1.0,7,12,59,50,1313
240822,0,0.98,7,5,47,50,142
240823,0,0.7,4,13,35,57,91
240824,0,0.78,4,2,74,50,72
240825,0,1.0,8,15,39,50,83
240826,0,1.0,7,5,60,50,26
240827,0,0.54,6,14,24,100,48
240828,1,0.62,7,0,51,50,1482
240829,0,1.0,7,1,39,60,728
240830,0,0.08,5,6,42,55,3744
240831,0,0.34,7,14,40,50,96
240832,0,0.08,5,14,40,64,404
240833,0,0.11,5,6,32,50,342
240834,0,0.15,9,0,43,50,301
240835,0,0.47,7,2,57,50,66
240836,0,0.06,6,9,23,50,4348
240837,0,0.2,4,1,69,90,645
240838,0,0.08,4,11,62,50,644
240839,0,0.17,4,1,48,50,136
240840,1,1.0,7,4,55,62,132
240841,0,0.07,7,2,35,58,9307
240842,0,0.49,4,15,44,62,824
240843,0,0.08,6,0,27,64,716
240844,0,1.0,7,3,33,64,57
240845,0,1.0,6,14,65,50,2131
240846,0,1.0,5,3,42,50,3110
240847,0,0.08,7,4,29,68,3317
240848,0,0.38,8,2,38,50,1516
240849,0,0.25,10,16,58,50,155
240850,0,0.16,7,12,52,50,39
240851,0,1.0,6,10,40,50,57
240852,0,1.0,7,6,34,60,393
240853,0,0.28,4,16,46,50,300
240854,0,1.0,5,20,52,50,41
240855,0,0.5,6,0,35,64,27000
240856,0,0.87,4,4,68,50,3430
240857,0,1.0,7,1,55,50,197
240858,1,1.0,5,6,50,50,35
240859,0,0.54,6,4,63,50,4982
240860,0,0.93,9,16,32,76,26
240861,0,0.31,6,12,43,50,1601
240862,0,0.49,5,1,31,51,5449
240863,0,0.08,6,14,33,54,4456
240864,0,0.24,9,7,34,50,3301
240865,1,1.0,5,1,48,62,34
240866,0,0.53,6,15,70,50,3238
240867,0,0.54,6,11,52,50,330
240868,0,0.78,8,1,60,50,91
240869,0,1.0,7,12,37,50,67
240870,0,0.35,4,2,31,76,15
240871,0,0.63,10,1,28,64,1291
240872,0,0.25,4,3,30,68,175
240873,0,1.0,10,12,44,50,308
240874,0,1.0,5,6,27,76,57
240875,0,0.24,5,2,52,72,453
240876,0,0.02,6,6,31,80,92
240877,0,0.6,4,8,31,72,88
240878,0,0.29,7,10,40,50,91
240879,0,0.0082191780821917,7,14,45,50,461
240880,0,0.15,5,1,34,80,182
240881,0,0.36,6,7,31,106,564
240882,0,1.0,6,13,65,50,1284
240883,0,0.13,7,5,34,100,2472
240884,0,0.16,6,4,29,57,42
240885,0,0.92,10,10,28,64,65
240886,0,1.0,6,13,65,78,1294
240887,0,0.32,5,10,51,80,48
240888,0,0.49,9,12,38,76,120
240889,0,0.29,6,11,39,50,57
240890,0,0.01,6,11,52,50,358
240891,0,1.0,5,3,40,50,405
240892,0,1.0,4,15,50,50,111
240893,0,0.39,6,8,79,50,1313
240894,0,0.12,5,2,69,50,213
240895,0,0.05,5,1,76,50,3699
240896,0,0.7,7,1,43,50,762
240897,0,0.04,4,0,70,50,27000
240898,0,0.9,8,18,46,50,120
240899,0,1.0,4,8,73,50,10
240900,0,0.2,6,6,23,80,3744
240901,0,0.74,6,3,32,67,741
240902,0,0.56,8,2,47,50,41
240903,0,0.87,7,2,35,54,21
240904,0,0.5,9,21,28,64,7259
240905,0,0.5,8,0,42,55,5202
240906,0,0.03,5,1,53,50,490
240907,0,0.72,5,17,33,60,89
240908,0,1.0,5,18,44,50,19
240909,0,1.0,4,5,34,50,837
240910,0,0.02,7,2,39,85,73
240911,0,0.08,6,14,72,50,4128
240912,0,0.39,11,1,41,50,12
240913,0,1.0,5,12,77,50,614
240914,0,0.0081967213114754,7,5,33,59,213
240915,0,0.24,7,10,37,67,6736
240916,0,0.08,6,15,55,50,22
240917,0,0.28,4,3,46,50,272
240918,0,0.34,5,13,52,55,178
240919,0,0.04,4,0,76,58,19
240920,0,0.67,7,0,54,50,66
240921,0,0.12,7,2,61,50,364
240922,0,0.39,7,19,35,50,55
240923,0,0.28,4,3,24,80,614
240924,0,0.59,4,13,35,50,1313
240925,0,0.89,5,7,46,50,98
240926,0,0.11,4,12,67,50,44
240927,0,0.4,7,7,23,90,335
240928,0,0.49,8,3,37,60,28
240929,0,1.0,4,5,53,50,272
240930,0,1.0,6,16,59,50,44
240931,0,0.01,7,2,48,50,923
240932,0,0.08,4,4,30,80,483
240933,0,0.25,5,0,32,51,3963
240934,0,0.07,8,15,60,50,217
240935,0,1.0,6,5,37,85,1219
240936,0,1.0,6,8,42,50,133
240937,0,0.44,4,12,56,50,256
240938,0,0.71,6,12,29,57,3021
240939,0,0.04,6,0,27,68,329
240940,0,0.16,6,6,36,50,747
240941,0,0.2,4,4,26,72,237
240942,0,0.21,4,3,57,50,4348
240943,0,0.45,6,14,19,100,31
240944,0,0.12,11,7,39,50,741
240945,0,0.37,9,11,22,85,15
240946,0,0.16,9,5,54,50,197
240947,0,0.0082191780821917,7,14,48,50,13
240948,0,0.03,8,4,36,50,107
240949,0,0.62,6,10,53,85,18
240950,0,0.03,11,1,45,54,1910
240951,0,1.0,7,9,53,50,1704
240952,0,0.01,8,2,47,50,1328
240953,0,0.52,5,16,45,62,45
240954,0,0.12,5,4,55,58,3317
240955,0,1.0,9,10,37,50,95
240956,0,0.38,6,9,70,50,182
240957,0,1.0,7,14,38,100,4128
240958,1,0.79,7,8,63,50,493
240959,0,0.52,5,0,86,50,798
240960,0,0.18,6,11,36,50,62
240961,0,0.24,4,16,19,100,92
240962,0,1.0,4,10,32,57,140
240963,0,0.36,5,9,29,72,48
240964,1,0.23,6,5,60,50,3386
240965,0,1.0,6,17,45,50,120
240966,0,0.53,5,1,53,50,109
240967,1,0.26,6,1,72,50,203
240968,0,0.16,6,15,29,75,2620
240969,0,1.0,5,12,34,50,93
240970,0,0.11,7,6,33,60,247
240971,0,0.07,5,2,28,50,747
240972,0,1.0,7,18,50,50,308
240973,0,0.26,6,18,42,50,64
240974,0,1.0,6,7,54,50,4128
240975,0,0.08,5,2,47,50,1403
240976,0,0.28,7,0,65,50,94
240977,0,0.21,7,29,56,50,2648
240978,0,0.83,7,10,24,95,1054
240979,0,0.61,7,10,39,50,91
240980,0,0.07,7,13,40,95,5449
240981,0,0.74,7,2,69,50,6257
240982,0,1.0,6,10,71,50,136
240983,0,0.04,5,1,54,50,10
240984,0,0.21,6,1,39,50,1974
240985,1,1.0,11,11,55,50,9307
240986,0,0.1,6,0,27,68,371
240987,0,0.96,6,2,47,50,2792
240988,0,0.22,7,19,35,68,3599
240989,1,0.02,9,5,26,68,291
240990,0,1.0,5,1,41,50,287
240991,0,0.65,4,1,57,50,613
240992,0,1.0,5,6,30,64,20
240993,1,0.33,4,4,33,54,7259
240994,0,1.0,6,4,73,50,776
240995,0,1.0,4,2,60,50,17
240996,0,0.31,7,11,32,100,3541
240997,0,0.08,6,2,36,56,1002
240998,0,1.0,8,20,59,52,68
240999,0,0.7,4,7,57,53,824
241000,1,0.91,6,14,38,50,20
241001,0,0.06,14,1,39,50,5376
241002,0,1.0,5,3,42,50,4128
241003,0,0.26,4,15,21,100,58
241004,1,1.0,7,8,42,50,57
241005,0,0.04,4,0,43,60,1064
241006,0,0.1,5,6,24,95,308
241007,0,1.0,5,8,45,50,51
241008,0,0.55,10,15,37,50,59
241009,0,0.56,6,8,42,50,405
241010,0,0.5,6,16,32,90,3963
241011,0,0.55,7,15,40,50,440
241012,0,0.16,8,13,57,68,3317
241013,0,1.0,5,3,76,50,44
241014,0,0.18,7,0,55,50,127
241015,0,1.0,9,3,56,50,1601
241016,0,0.08,6,9,30,60,81
241017,0,1.0,10,8,58,50,43
241018,0,1.0,4,5,75,50,50
241019,0,0.04,5,0,43,90,709
241020,0,0.5,8,4,51,72,146
241021,0,0.71,5,1,56,50,116
241022,0,0.08,4,5,33,68,4348
241023,0,0.56,9,16,51,50,365
241024,0,0.74,8,3,49,50,528
241025,0,0.89,7,1,30,50,2377
241026,0,0.61,5,6,32,54,22
241027,0,0.01,4,4,52,50,2252
241028,0,0.55,13,14,54,66,43
241029,0,0.0054794520547945,6,12,30,62,71
241030,0,0.08,5,1,38,76,9307
241031,0,0.7,7,1,61,50,1421
241032,0,1.0,7,3,68,50,105
241033,0,0.71,9,16,44,58,747
241034,0,0.08,5,17,22,85,3866
241035,0,1.0,5,3,65,50,155
241036,0,0.45,9,9,42,50,79
241037,0,1.0,5,10,46,50,149
241038,0,1.0,5,14,25,72,286
241039,0,1.0,10,1,64,50,86
241040,0,0.47,8,3,73,50,2733
241041,0,0.03,5,9,51,50,473
241042,0,0.55,7,19,44,50,30
241043,0,1.0,5,9,39,64,131
241044,0,0.38,10,0,57,50,342
241045,0,0.36,4,0,33,59,4982
241046,0,0.95,4,10,39,80,10156
241047,0,1.0,6,11,49,50,9307
241048,0,1.0,5,11,70,50,118
241049,0,1.0,4,17,54,50,104
241050,0,0.5,6,16,28,85,213
241051,0,0.03,8,0,49,50,3055
241052,0,0.34,4,12,36,72,1468
241053,0,0.07,7,5,54,50,4253
241054,0,1.0,7,7,36,50,5202
241055,0,1.0,4,13,24,72,13
241056,0,0.16,7,13,29,68,42
241057,0,0.03,6,0,39,50,411
241058,0,0.81,4,12,36,50,1313
241059,0,0.24,7,3,35,80,3744
241060,0,0.28,12,1,34,50,99
241061,0,0.45,7,4,49,50,155
241062,1,0.41,6,14,48,50,283
241063,0,1.0,6,1,83,50,166
241064,0,0.36,7,3,41,95,27000
241065,0,1.0,10,7,61,50,1182
241066,0,0.4,4,1,31,57,1154
241067,0,1.0,8,7,53,50,983
241068,0,0.24,6,14,64,50,1397
241069,1,1.0,7,12,42,50,52
241070,0,1.0,7,5,49,50,83
241071,0,0.18,7,8,19,100,19
241072,0,0.02,12,0,51,50,644
241073,0,0.69,4,16,35,54,85
241074,0,0.58,7,0,24,85,1753
241075,0,0.96,7,13,76,50,244
241076,0,0.11,12,1,47,50,402
241077,0,0.33,7,9,66,50,4348
241078,0,0.49,9,12,32,51,185
241079,0,1.0,5,9,55,50,204
241080,0,0.74,10,10,47,50,64
241081,0,0.08,6,3,28,68,4301
241082,0,0.2,5,15,28,106,1767
241083,0,0.93,6,10,48,50,5449
241084,0,1.0,4,15,38,50,81
241085,0,0.24,9,10,40,52,1175
241086,0,1.0,4,10,85,80,106
241087,0,0.28,7,14,37,72,747
241088,0,0.04,10,1,76,50,954
241089,0,1.0,6,9,64,50,458
241090,0,0.63,11,3,66,50,2694
241091,0,1.0,5,5,49,50,1110
241092,1,1.0,11,3,64,57,30
241093,0,0.28,6,18,43,50,282
241094,0,0.34,8,3,58,76,106
241095,0,0.1,8,0,51,61,853
241096,0,0.16,8,9,42,50,1329
241097,0,0.04,5,11,31,51,484
241098,0,0.25,5,15,30,60,399
241099,0,0.04,7,0,43,50,1662
241100,0,0.31,6,13,42,50,12
241101,0,1.0,7,12,42,50,76
241102,0,0.12,5,3,29,100,27000
241103,0,1.0,12,1,49,50,283
241104,0,0.15,5,9,40,58,4128
241105,0,0.34,4,7,44,50,173
241106,0,0.86,6,8,56,50,570
241107,0,0.58,6,10,21,112,208
241108,0,1.0,5,11,54,50,16
241109,0,0.74,6,7,30,85,82
241110,0,0.8,7,11,32,51,103
241111,0,1.0,5,4,31,50,44
241112,0,0.29,7,3,45,59,80
241113,0,1.0,7,11,60,50,261
241114,0,1.0,6,8,46,50,204
241115,0,0.09,10,0,27,68,1291
241116,0,0.42,5,15,36,63,311
241117,0,0.81,5,5,58,50,40
241118,1,1.0,5,16,76,50,10
241119,0,1.0,5,8,35,57,3859
241120,0,0.46,5,5,31,95,97
241121,0,0.13,9,15,41,50,16
241122,0,0.23,4,11,32,85,1314
241123,0,0.75,5,4,32,53,177
241124,0,0.32,8,4,74,50,393
241125,0,0.48,11,13,30,100,1054
241126,1,1.0,12,8,52,50,44
241127,0,0.95,5,10,56,50,196
241128,0,0.1,7,1,27,64,47
241129,0,1.0,10,17,56,50,133
241130,0,1.0,5,7,71,67,35
241131,0,0.0027397260273972,7,3,31,50,3744
241132,0,1.0,6,7,51,50,44
241133,0,0.29,7,14,42,50,226
241134,0,0.49,8,1,37,76,43
241135,0,0.12,6,6,48,50,126
241136,0,0.08,9,12,36,50,139
241137,0,0.45,7,1,48,50,76
241138,0,1.0,6,9,41,50,122
241139,0,0.49,6,3,29,62,276
241140,0,0.2,6,5,58,50,2983
241141,0,1.0,5,14,55,50,27
241142,1,0.83,8,13,27,80,88
241143,0,0.4,5,7,52,50,473
241144,0,0.89,7,5,41,54,343
241145,0,0.94,4,1,42,67,273
241146,0,1.0,7,3,64,50,135
241147,0,1.0,7,13,42,80,43
241148,0,1.0,7,8,44,50,1165
241149,0,0.14,7,3,33,54,741
241150,0,0.12,7,4,30,64,2580
241151,0,1.0,6,15,58,50,170
241152,0,0.08,6,10,29,85,3708
241153,0,0.08,4,9,34,68,133
241154,0,0.34,7,16,24,100,105
241155,0,1.0,6,4,72,50,32
241156,0,1.0,7,13,28,54,170
241157,0,0.32,4,11,40,50,354
241158,0,0.08,6,2,40,68,4059
241159,0,0.08,5,2,29,80,2983
241160,0,1.0,9,16,40,50,1601
241161,0,0.04,6,7,40,90,4972
241162,0,0.32,7,8,57,50,473
241163,0,0.44,5,17,34,90,42
241164,0,0.72,6,0,52,50,252
241165,1,0.63,6,8,45,63,377
241166,0,0.19,5,2,28,95,5746
241167,0,0.87,5,1,52,50,863
241168,0,1.0,7,10,54,50,50
241169,0,0.26,6,3,30,68,239
241170,0,0.25,10,14,51,100,355
241171,0,1.0,6,10,35,50,170
241172,1,0.22,6,15,22,90,50
241173,0,0.6,7,3,40,50,2446
241174,0,0.26,7,2,27,72,301
241175,0,0.53,8,2,37,50,1370
241176,0,1.0,9,1,53,62,3997
241177,0,0.08,11,4,33,50,165
241178,0,1.0,5,4,58,64,3744
241179,1,0.41,4,0,35,95,85
241180,0,1.0,6,11,81,86,1974
241181,0,0.04,7,1,27,85,123
241182,0,1.0,5,11,36,51,4128
241183,0,0.53,7,1,41,75,3301
241184,0,0.12,5,1,37,50,626
241185,0,0.78,5,5,29,64,421
241186,0,1.0,5,3,50,50,813
241187,1,1.0,7,5,45,50,57
241188,0,1.0,5,5,66,50,27
241189,0,0.08,6,1,40,50,1101
241190,0,0.75,5,2,28,80,51
241191,0,0.21,5,3,27,85,36
241192,0,0.08,8,10,33,72,966
241193,0,0.24,6,11,31,60,2257
241194,0,0.02,4,2,51,50,632
241195,0,0.25,7,8,32,50,7313
241196,0,0.21,8,1,52,50,282
241197,0,1.0,6,7,24,76,146
241198,0,0.52,5,18,35,50,741
241199,0,1.0,11,12,29,60,33
241200,0,1.0,6,15,37,50,44
241201,0,0.16,7,3,56,50,155
241202,0,0.41,6,7,54,50,741
241203,0,0.05,7,0,34,57,405
241204,0,0.38,7,0,23,100,962
241205,0,0.41,6,3,31,70,37
241206,0,0.06,11,0,55,50,43
241207,0,0.5,10,7,32,63,6912
241208,0,1.0,5,2,36,50,954
241209,0,0.33,5,4,22,100,149
241210,0,0.49,7,1,78,50,269
241211,0,1.0,4,13,61,50,3688
241212,0,0.13,7,12,50,50,1001
241213,0,1.0,10,13,30,80,13
241214,0,0.12,9,5,50,50,966
241215,0,1.0,6,15,50,50,151
241216,0,0.08,6,4,35,68,824
241217,0,0.49,4,0,31,57,1326
241218,0,0.7,5,3,41,50,8023
241219,0,1.0,8,8,55,50,44
241220,0,0.2,8,2,50,50,6595
241221,0,1.0,7,7,33,90,1704
241222,1,1.0,6,21,55,62,1521
241223,0,1.0,4,8,35,95,2740
241224,0,0.38,6,1,38,50,152
241225,0,1.0,4,8,70,50,251
241226,0,0.58,5,11,22,90,2951
241227,0,0.55,9,15,23,100,4116
241228,0,1.0,5,1,33,51,307
241229,0,0.3,5,0,48,50,30
241230,0,0.08,6,7,28,80,88
241231,0,0.08,6,8,57,50,4116
241232,0,0.08,12,0,53,50,1110
241233,0,0.74,6,6,44,50,1329
241234,0,0.02,6,9,27,95,4348
241235,1,1.0,8,20,74,50,229
241236,0,1.0,5,15,45,59,80
241237,0,1.0,9,9,60,50,295
241238,0,0.99,6,7,52,50,2969
241239,0,0.75,11,2,36,50,247
241240,0,1.0,5,12,54,50,27
241241,0,1.0,6,1,55,50,40
241242,0,0.43,4,7,30,85,129
241243,0,1.0,10,12,40,50,149
241244,0,0.55,5,2,49,72,704
241245,0,0.04,5,6,27,112,66
241246,0,0.49,6,6,47,50,310
241247,0,1.0,7,5,46,50,3859
241248,0,1.0,7,10,86,50,244
241249,0,1.0,4,13,64,50,124
241250,0,1.0,7,8,38,50,91
241251,1,0.49,6,10,44,54,3744
241252,0,0.08,5,2,40,72,645
241253,0,0.93,7,18,32,55,12
241254,0,1.0,5,21,31,51,84
241255,0,0.28,9,14,26,100,5449
241256,0,0.83,4,7,69,50,13
241257,0,0.77,6,3,34,50,45
241258,0,0.41,15,0,28,64,824
241259,0,1.0,5,6,71,50,50
241260,0,0.33,5,8,30,68,6912
241261,0,0.38,6,1,46,68,3
241262,0,0.51,10,9,39,100,1314
241263,0,0.34,7,6,37,100,30
241264,0,1.0,6,4,46,50,188
241265,0,1.0,6,5,50,50,222
241266,0,0.07,7,1,53,53,315
241267,0,0.07,4,19,43,54,935
241268,0,1.0,7,9,39,50,23
241269,0,0.18,5,17,50,50,229
241270,0,0.08,7,16,31,80,53
241271,1,0.74,4,9,80,77,109
241272,0,0.08,7,1,50,50,6157
241273,0,0.92,7,12,45,50,59
241274,0,0.66,7,9,37,50,75
241275,0,0.66,5,5,38,50,70
241276,0,0.49,6,6,38,50,49
241277,0,0.24,4,13,65,55,71
241278,0,1.0,7,2,45,50,3386
241279,0,1.0,7,4,38,60,2733
241280,0,1.0,5,11,28,60,12
241281,0,0.92,7,4,56,64,252
241282,0,0.22,4,11,38,72,1054
241283,1,0.11,6,3,19,100,1408
241284,0,0.31,4,20,25,68,42
241285,0,0.41,7,2,28,68,66
241286,0,0.19,6,3,32,60,68
241287,0,0.7,5,12,31,54,458
241288,0,0.58,8,2,66,50,1182
241289,0,0.03,4,2,53,50,840
241290,0,0.04,5,5,33,64,180
241291,0,0.08,7,3,40,78,677
241292,0,1.0,9,13,47,50,4116
241293,0,0.74,5,8,26,95,936
241294,0,1.0,7,10,33,50,28
241295,0,0.64,8,7,25,55,1296
241296,0,0.08,5,18,32,92,2252
241297,1,1.0,5,7,45,50,4116
241298,0,0.01,8,15,59,50,23
241299,0,0.09,4,0,60,50,289
241300,0,0.35,4,0,32,85,875
241301,0,1.0,6,13,64,50,1064
241302,0,0.36,6,15,24,100,213
241303,0,0.05,7,14,23,95,75
241304,0,0.44,8,1,33,68,547
241305,0,0.03,4,12,52,50,109
241306,0,0.31,8,21,52,50,26
241307,0,1.0,4,14,48,50,1199
241308,0,1.0,6,7,35,85,949
241309,0,1.0,6,10,58,50,64
241310,0,1.0,9,15,34,80,5304
241311,0,1.0,6,13,33,50,1466
241312,0,1.0,5,11,41,50,269
241313,0,0.63,12,0,61,50,40
241314,0,0.06,4,0,69,50,24
241315,0,0.47,4,19,48,85,4116
241316,0,0.12,5,12,46,50,354
241317,0,0.04,8,10,55,50,35
241318,0,0.07,7,0,34,54,562
241319,1,0.87,6,1,34,50,304
241320,0,0.07,11,17,33,85,10156
241321,0,0.38,7,3,60,50,405
241322,0,1.0,8,4,65,50,16
241323,0,0.08,8,10,50,55,287
241324,0,0.08,8,9,29,85,3866
241325,0,0.14,5,0,26,76,745
241326,0,1.0,7,3,81,50,1313
241327,0,1.0,7,11,26,90,1313
241328,0,0.92,8,6,40,50,73
241329,0,0.43,4,0,34,64,1729
241330,0,1.0,7,4,65,55,6
241331,0,0.04,6,0,47,62,817
241332,0,0.04,4,10,61,50,824
241333,0,0.05,6,6,39,50,109
241334,0,0.87,13,6,36,50,214
241335,0,0.76,8,0,27,68,1001
241336,0,0.12,7,9,54,50,1417
241337,0,0.08,5,16,27,100,171
241338,0,1.0,6,6,28,76,71
