,BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
185160,50,0.2,4,1,54,5,1,483
185161,50,0.74,6,1,78,5,1,2563
185162,50,0.08,1,1,39,4,1,9307
185163,139,0.87,11,0,29,6,0,1127
185164,57,1.0,4,0,30,7,1,298
185165,80,0.5,7,0,30,4,1,1704
185166,50,0.92,2,0,35,6,0,631
185167,60,0.53,1,0,38,6,0,94
185168,50,0.32,3,1,78,4,0,8455
185169,57,0.76,20,0,30,12,0,32
185170,50,1.0,3,0,45,7,0,25
185171,51,0.79,4,1,65,5,1,824
185172,50,1.0,8,0,36,7,0,26
185173,50,0.5,1,0,56,8,0,84
185174,51,0.24,7,0,47,7,0,426
185175,50,0.39,0,1,32,7,0,6157
185176,50,0.1,0,1,59,5,1,645
185177,50,1.0,13,0,52,7,0,20
185178,106,1.0,15,0,53,5,0,57
185179,50,1.0,7,0,81,7,1,713
185180,55,0.93,0,0,60,13,1,1232
185181,50,0.22,5,0,43,6,1,43
185182,50,1.0,5,0,55,12,0,97
185183,90,0.31,14,0,21,4,1,161
185184,56,0.28,2,1,44,4,1,9082
185185,77,0.07,0,1,66,5,1,4762
185186,50,1.0,11,0,34,5,1,50
185187,65,0.04,0,1,39,9,0,3545
185188,70,0.05,6,0,28,9,1,3386
185189,59,0.45,2,1,36,4,1,251
185190,50,0.35,0,1,40,7,0,6511
185191,85,0.56,8,0,23,5,1,35
185192,125,1.0,12,0,41,5,0,2472
185193,50,0.62,3,0,72,8,0,261
185194,50,0.08,8,0,43,4,1,821
185195,50,0.74,9,0,66,8,0,72
185196,50,0.03,1,1,37,7,0,6465
185197,50,1.0,3,0,60,6,1,105
185198,85,0.07,7,0,32,7,1,1232
185199,50,0.36,6,0,38,6,0,46
185200,50,1.0,12,0,64,4,0,3688
185201,50,0.57,1,0,37,5,0,48
185202,50,1.0,15,0,48,4,1,1441
185203,50,0.02,2,0,45,7,0,13
185204,64,0.54,12,0,35,4,1,22
185205,58,0.17,5,0,62,6,0,1313
185206,68,0.38,7,0,28,7,1,831
185207,50,1.0,7,0,54,6,0,16
185208,50,0.66,19,0,47,7,1,4128
185209,55,0.28,1,1,57,4,1,1812
185210,50,0.31,7,0,39,7,1,857
185211,50,0.04,1,0,65,4,1,1422
185212,50,1.0,6,0,40,6,0,30
185213,50,0.19,0,1,46,4,0,219
185214,76,0.08,3,0,37,4,0,107
185215,50,0.24,17,0,55,4,1,453
185216,59,0.36,3,1,42,4,1,175
185217,50,0.76,2,0,73,6,1,817
185218,50,1.0,5,0,74,6,1,182
185219,50,0.54,1,1,70,5,1,3317
185220,54,0.25,5,0,28,4,1,152
185221,50,0.06,15,0,49,4,1,3963
185222,85,0.24,2,0,26,6,1,769
185223,50,0.1,0,0,60,4,1,392
185224,50,0.19,3,0,46,4,0,342
185225,50,0.75,6,0,55,5,1,65
185226,50,1.0,14,0,48,6,1,38
185227,50,1.0,1,0,47,13,0,405
185228,65,1.0,7,0,33,6,0,33
185229,60,0.14,11,0,27,8,0,38
185230,77,0.16,2,0,42,6,1,20
185231,50,1.0,3,0,58,5,1,3866
185232,50,1.0,9,0,51,7,0,17
185233,50,1.0,6,0,39,6,0,247
185234,50,0.08,1,1,34,5,0,2606
185235,50,0.05,3,0,32,8,0,2795
185236,50,0.38,18,0,61,10,1,210
185237,50,0.92,1,0,42,11,1,405
185238,51,1.0,9,0,32,6,1,2733
185239,85,0.24,11,0,37,5,0,745
185240,50,0.91,5,0,47,5,1,58
185241,50,1.0,9,0,38,7,0,19
185242,72,0.08,3,0,29,6,0,156
185243,64,1.0,12,0,34,5,1,9307
185244,60,0.2,0,1,31,12,0,856
185245,54,0.83,16,0,29,14,1,247
185246,106,0.008219178,2,1,29,4,1,399
185247,100,0.08,10,0,22,4,1,3301
185248,50,0.5,0,1,55,5,1,208
185249,50,0.65,10,0,52,7,0,22
185250,50,0.21,3,1,48,12,0,4348
185251,50,1.0,5,0,54,6,0,15
185252,53,0.08,0,0,32,11,0,738
185253,50,0.43,0,0,51,7,0,483
185254,50,0.67,14,0,47,4,1,160
185255,50,0.79,4,0,45,6,0,1943
185256,90,0.72,13,0,20,7,1,511
185257,85,0.6,15,0,31,7,0,268
185258,50,0.08,4,0,38,6,0,104
185259,50,1.0,4,0,40,7,0,9307
185260,50,1.0,13,0,59,5,0,741
185261,50,0.41,13,0,43,6,0,232
185262,51,0.35,14,0,30,7,1,308
185263,59,0.75,10,0,55,4,1,125
185264,64,0.29,1,1,26,4,0,35
185265,50,0.27,1,1,63,4,1,17
185266,50,1.0,4,0,64,7,1,1313
185267,68,0.03,2,1,53,4,0,620
185268,50,0.07,0,1,33,5,1,47
185269,50,0.5,4,0,39,10,0,398
185270,68,0.08,3,0,28,5,0,6736
185271,50,1.0,9,0,48,10,1,320
185272,50,1.0,1,0,55,5,1,214
185273,77,0.96,19,0,51,7,1,488
185274,58,0.14,3,0,45,7,0,88
185275,50,0.23,11,0,45,8,0,25
185276,50,0.28,1,1,79,9,1,2580
185277,60,0.37,10,0,67,5,0,16
185278,50,1.0,10,0,33,6,0,72
185279,51,0.35,16,0,41,6,0,308
185280,50,1.0,1,0,40,5,1,4348
185281,68,0.6,2,1,33,8,1,411
185282,50,0.03,1,1,77,8,0,388
185283,50,0.78,1,1,71,5,1,22669
185284,64,0.24,6,0,32,5,0,226
185285,50,0.76,2,0,49,7,0,1384
185286,51,0.08,10,0,38,4,0,824
185287,50,0.95,2,1,79,7,1,3744
185288,100,0.00273224,13,0,42,5,1,1191
185289,50,0.08,9,0,51,7,1,4059
185290,50,0.71,5,1,46,5,1,353
185291,50,1.0,9,0,74,4,1,586
185292,50,0.03,3,1,71,6,1,70
185293,57,0.32,5,0,31,7,1,9
185294,50,1.0,12,0,63,8,0,27
185295,50,0.95,1,1,58,4,1,886
185296,80,0.28,17,0,21,5,1,4116
185297,50,0.61,2,1,52,5,1,265
185298,50,0.79,14,0,46,7,1,24
185299,50,0.19,6,1,44,11,0,76
185300,64,0.5,7,0,39,6,0,1015
185301,90,0.28,8,1,35,7,1,15725
185302,50,0.08,0,0,37,5,1,1326
185303,50,0.49,3,0,55,7,0,283
185304,50,0.16,0,0,36,5,0,48
185305,85,0.04,10,0,26,6,1,272
185306,100,0.08,10,0,53,4,1,3744
185307,50,1.0,9,0,72,4,1,148
185308,50,0.1,3,0,42,8,0,2767
185309,55,0.63,2,1,59,6,1,13
185310,50,0.04,6,0,33,7,0,242
185311,50,0.23,6,0,52,5,1,461
185312,50,0.41,14,1,39,10,0,39
185314,50,0.6,14,0,49,7,1,59
185315,50,1.0,4,0,41,5,0,56
185316,50,0.78,5,1,63,7,1,426
185317,62,0.08,19,0,34,7,0,3317
185318,50,0.28,1,1,70,5,1,27000
185319,50,1.0,4,0,49,7,1,254
185320,57,0.58,18,0,35,8,1,693
185321,50,1.0,12,0,52,5,1,1572
185322,95,0.19,1,1,32,10,1,27000
185323,50,0.06,0,1,62,8,0,595
185324,76,0.58,11,0,35,5,0,33
185325,90,0.75,2,0,37,7,1,458
185326,68,0.08,13,0,32,10,1,83
185327,57,0.06,15,0,31,9,1,175
185328,50,1.0,10,0,36,4,1,315
185329,54,1.0,13,0,38,6,0,374
185330,51,1.0,2,0,32,5,0,151
185331,85,0.66,13,0,53,4,1,47
185332,57,0.49,17,0,30,9,1,44
185333,50,0.29,12,0,56,4,1,2257
185334,50,0.71,1,1,54,11,0,345
185335,50,0.01,1,1,57,5,0,705
185336,50,1.0,18,0,73,4,1,3317
185337,60,0.2,2,1,35,4,0,374
185338,50,0.83,9,0,45,4,1,218
185339,80,0.7,1,1,27,5,1,2983
185340,50,1.0,6,0,43,7,0,1054
185341,95,0.77,9,0,32,4,0,3317
185342,54,1.0,3,0,35,5,0,1054
185343,54,0.54,9,0,56,5,1,3386
185344,60,0.08,12,0,35,4,1,186
185345,50,0.46,1,1,57,10,1,3430
185346,72,0.22,11,0,32,12,1,6313
185347,50,0.78,1,1,50,6,0,887
185348,100,0.87,1,1,29,4,1,4762
185349,55,0.04,5,0,49,7,0,2103
185350,95,1.0,8,0,28,6,0,46
185351,50,0.72,2,0,48,5,0,32
185352,100,0.11,0,1,27,7,0,27000
185353,50,1.0,7,0,66,7,1,610
185354,54,0.2,14,0,42,6,0,30
185355,50,1.0,6,0,50,7,1,3859
185356,50,0.03,4,1,74,10,1,458
185357,53,0.56,0,0,40,7,0,498
185358,76,1.0,16,0,23,4,1,883
185359,50,1.0,10,0,51,7,0,31
185360,80,0.74,2,0,35,7,0,8549
185361,50,0.25,2,1,48,4,1,1313
185362,72,0.57,12,0,35,5,1,52
185363,90,0.09,7,0,31,7,0,575
185364,76,0.2,14,0,27,8,1,831
185365,80,0.46,2,1,41,6,0,720
185366,50,0.25,5,1,67,4,1,58
185367,50,0.38,5,0,38,5,0,1232
185368,50,1.0,1,1,63,4,1,99
185369,50,0.48,3,0,57,8,0,16
185370,90,0.37,15,0,29,7,0,881
185371,50,0.2,2,1,40,4,1,209
185372,54,1.0,7,0,26,6,1,713
185373,80,0.74,2,1,28,4,1,388
185374,55,0.73,2,0,34,6,0,2131
185375,50,1.0,1,0,45,4,0,1323
185376,50,0.27,8,0,47,4,1,517
185377,68,0.08,1,0,30,5,0,301
185378,85,0.77,7,0,27,7,1,1313
185379,50,0.12,14,0,56,4,0,109
185380,72,0.75,11,0,27,6,1,3859
185381,50,0.08,8,0,60,7,1,91
185382,74,0.49,6,0,54,5,0,39
185383,50,0.1,2,1,44,6,1,405
185384,50,0.55,7,0,39,4,1,1780
185385,50,0.74,3,1,59,8,0,14
185386,50,0.71,1,1,56,8,0,77
185387,56,0.87,6,0,33,6,0,26
185388,50,1.0,15,0,47,6,1,93
185389,58,0.31,0,1,50,5,1,458
185390,50,0.89,3,0,44,8,0,4128
185391,64,0.78,1,1,42,4,1,118
185392,50,0.28,9,0,50,7,0,247
185393,50,1.0,8,0,53,7,1,564
185394,80,0.28,17,0,53,4,1,3021
185395,72,0.75,7,1,54,6,1,5376
185396,50,0.85,2,0,51,7,0,983
185397,50,0.87,0,0,60,10,0,1323
185398,50,0.38,4,1,52,5,1,863
185399,50,0.49,10,0,60,5,0,4348
185400,50,0.49,8,0,44,6,0,21
185401,57,1.0,10,0,38,7,0,747
185402,50,0.45,5,1,50,6,0,171
185403,54,0.31,11,0,35,6,1,27
185404,85,0.08,5,0,35,7,1,24
185405,60,0.52,10,0,31,4,1,24
185406,50,1.0,4,0,50,7,1,27000
185407,72,0.89,8,0,24,4,0,162
185408,50,1.0,5,0,48,9,0,5723
185409,50,0.6,0,1,79,9,1,5433
185410,57,1.0,14,0,68,7,1,229
185411,50,0.7,5,1,82,7,1,5332
185412,68,0.29,0,1,35,7,0,617
185413,50,1.0,9,0,49,7,0,106
185414,50,0.35,5,0,74,4,1,48
185415,90,0.12,7,0,31,9,1,4128
185416,50,0.41,0,0,41,11,1,129
185417,50,1.0,10,0,68,6,0,393
185418,50,0.78,6,0,51,6,0,3688
185419,80,0.33,0,1,28,7,0,1780
185420,90,0.23,15,0,32,8,1,594
185421,80,1.0,4,0,56,8,0,713
185422,50,1.0,11,0,46,5,1,165
185423,50,1.0,8,0,57,5,1,2377
185424,50,0.48,15,0,62,10,0,313
185425,50,0.5,3,0,47,7,0,480
185426,60,0.03,3,0,29,5,0,114
185427,68,0.61,6,1,58,5,1,412
185428,50,1.0,14,0,75,6,0,35
185429,50,0.18,2,0,49,5,0,38
185430,54,0.5,6,0,65,6,1,56
185431,72,1.0,3,1,35,4,1,1408
185432,80,1.0,20,0,35,5,0,4116
185433,50,0.07,0,0,40,7,0,72
185434,59,1.0,5,0,51,8,0,6570
185435,80,0.13,6,0,34,6,0,2733
185436,50,0.28,9,0,36,5,1,116
185437,80,0.34,4,1,70,5,1,316
185438,90,0.14,0,1,30,7,0,8561
185439,54,0.07,1,0,30,6,0,389
185440,50,0.07,16,0,44,14,1,516
185441,56,0.6,7,0,43,6,0,273
185442,50,1.0,7,0,20,5,0,29
185443,50,1.0,14,0,72,6,1,39
185444,50,0.5,6,0,49,5,0,163
185445,90,0.16,13,0,19,4,1,384
185446,59,0.89,13,0,52,13,0,399
185447,85,0.92,13,0,22,4,1,4116
185448,80,0.23,6,0,22,7,0,86
185449,50,1.0,18,0,49,7,1,1974
185450,50,0.13,5,0,44,7,0,170
185451,50,1.0,5,0,36,6,0,10
185452,50,0.28,5,1,58,11,0,345
185453,80,0.008219178,1,1,34,7,0,152
185454,72,0.01,15,0,52,7,1,745
185455,64,0.08,11,0,35,6,0,6313
185456,100,0.51,3,1,23,10,0,91
185457,50,1.0,5,0,84,5,1,23
185458,50,0.86,2,0,52,4,1,27
185459,64,0.21,0,1,29,7,0,346
185460,64,0.48,16,0,42,4,1,359
185461,50,0.37,1,1,52,4,1,1403
185462,50,0.63,2,1,58,11,0,2
185463,50,0.16,4,0,58,6,0,4128
185464,95,0.58,7,0,29,6,1,8455
185465,80,0.63,9,0,31,5,0,109
185466,50,0.0027322404371584,17,0,42,4,0,50
185467,50,0.81,1,1,45,11,0,113
185468,54,0.06,0,0,33,7,0,268
185469,85,0.08,2,0,28,5,0,411
185470,54,0.04,1,1,29,5,1,1229
185471,62,0.75,13,0,44,6,0,37
185472,50,1.0,12,0,55,6,1,148
185473,50,0.1,1,1,50,5,1,73
185474,60,1.0,11,0,30,5,0,405
185475,50,0.74,2,1,58,7,0,141
185476,55,0.06,0,1,47,11,0,1541
185477,50,0.74,8,1,46,7,1,3132
185478,90,0.21,2,1,28,4,0,111
185479,51,0.08,4,0,32,5,0,1448
185480,50,0.94,14,0,43,7,1,80
185481,50,0.7,2,1,54,10,1,9307
185482,50,0.24,8,0,36,5,0,5
185483,95,0.35,11,0,26,5,0,92
185484,60,0.02,10,0,25,6,0,88
185485,50,0.08,11,0,39,4,1,7259
185486,50,0.08,7,0,52,6,0,4128
185487,50,0.71,3,1,55,5,0,10156
185488,50,0.72,8,0,46,4,1,170
185489,50,1.0,12,0,46,4,1,4348
185490,95,0.03,3,1,26,5,1,103
185491,50,1.0,3,0,49,7,1,4116
185492,50,0.2,2,1,62,9,1,1403
185493,50,0.06,4,1,48,8,0,128
185494,63,0.92,6,0,36,6,1,49
185495,50,0.06,15,0,58,7,1,741
185496,52,0.39,1,1,64,8,1,98
185497,50,1.0,7,0,51,5,0,1313
185498,50,1.0,20,0,55,10,1,20
185499,55,0.24,1,0,51,7,1,1466
185500,80,1.0,14,0,37,6,0,1313
185501,50,1.0,17,0,57,9,1,133
185502,90,0.75,6,0,24,4,1,3374
185503,50,0.3,4,0,39,7,0,30
185504,50,0.01,4,1,55,10,1,89
185505,50,0.63,3,1,64,8,0,315
185506,72,0.5,6,0,30,7,0,3317
185507,90,0.05,13,0,45,11,1,485
185508,50,0.3,0,1,43,4,1,80
185509,85,0.21,1,1,53,7,0,94
185510,54,1.0,5,0,28,6,0,2377
185511,56,0.27,3,1,50,8,0,8455
185512,90,0.24,1,1,29,4,1,192
185513,51,1.0,12,0,36,7,1,74
185514,50,0.14,1,0,53,6,0,1182
185515,54,0.21,4,1,32,7,1,6864
185516,51,0.76,0,1,39,4,0,1154
185517,50,0.22,2,1,39,7,0,290
185518,50,0.33,1,1,40,7,0,135
185519,58,0.53,1,1,45,7,0,458
185520,53,1.0,7,0,37,6,0,3386
185521,50,0.16,2,0,58,7,0,26
185522,50,0.04,1,1,59,4,0,500
185523,57,0.49,4,0,33,6,1,716
185524,50,1.0,8,0,64,7,0,302
185525,50,0.6,10,0,42,11,1,3688
185526,68,0.41,4,0,25,8,0,25
185527,50,0.18,0,1,47,4,1,9307
185528,80,0.002739726,2,1,58,4,0,9307
185529,50,0.16,15,0,61,9,1,6912
185530,50,0.43,10,1,45,6,0,27
185531,57,1.0,17,0,42,9,1,516
185532,50,0.12,10,0,49,4,1,114
185533,50,0.01,1,1,46,7,0,17140
185534,50,0.65,0,1,74,7,0,53
185535,50,0.09,3,1,54,5,1,4128
185536,57,1.0,11,0,48,7,1,8455
185537,50,0.04,3,1,43,7,0,57
185538,50,0.24,11,0,38,6,0,197
185539,85,0.74,19,0,59,7,1,4762
185540,54,0.19,0,0,33,7,0,174
185541,50,1.0,4,0,69,7,1,22821
185542,50,1.0,6,0,57,6,1,287
185543,50,0.13,1,1,53,11,0,63
185544,90,0.71,5,0,23,4,1,157
185545,76,0.09,2,1,29,8,0,15
185546,50,0.12,0,1,35,8,0,241
185547,50,1.0,13,0,45,8,0,10
185548,68,0.32,7,1,28,11,0,214
185549,54,0.5,3,0,32,4,1,1326
185550,50,1.0,4,0,44,6,1,4128
185551,50,0.05,2,1,37,5,0,199
185552,64,0.74,11,0,29,7,0,19
185553,50,0.95,3,1,49,5,0,562
185554,50,0.46,2,1,47,6,1,27000
185555,64,0.13,12,0,28,6,0,123
185556,50,0.19,0,1,42,5,1,3021
185557,50,1.0,14,0,65,10,0,51
185558,50,0.08,9,0,36,5,0,81
185559,52,1.0,6,0,48,7,0,125
185560,72,0.06,18,0,31,7,0,741
185561,51,0.08,8,1,40,7,0,2983
185562,50,0.81,12,0,53,7,0,25
185563,50,0.05,0,1,40,7,0,136
185564,54,0.08,8,0,41,6,0,3963
185565,50,0.01,0,1,47,9,1,150
185566,50,0.22,5,0,51,6,1,51
185567,64,0.25,7,0,34,5,1,26
185568,50,0.29,12,0,43,5,0,776
185569,50,0.75,6,0,49,6,0,199
185570,50,1.0,12,0,36,7,1,30
185571,76,0.08,11,0,28,8,1,3657
185572,72,0.36,9,0,26,4,1,17
185573,68,0.09,2,1,37,4,1,3301
185574,50,1.0,13,1,72,8,1,2733
185575,76,1.0,6,0,36,4,1,9307
185576,50,0.72,13,0,41,7,1,1601
185577,50,0.95,10,0,48,6,0,1323
185578,97,0.5,1,1,51,4,1,3708
185579,50,0.2,13,0,53,4,0,675
185580,50,1.0,12,0,54,7,1,4116
185581,55,0.08,9,0,35,11,1,198
185582,71,1.0,13,0,58,5,0,2163
185583,50,1.0,10,0,72,5,1,747
185584,50,0.49,6,0,60,6,0,71
185585,50,0.78,7,0,48,8,0,2715
185586,70,0.54,10,0,44,5,0,2391
185587,90,0.63,7,0,19,5,0,256
185588,90,0.04,2,1,24,4,0,388
185589,50,0.09,2,1,71,7,1,6511
185590,67,0.11,10,0,38,6,1,383
185591,50,1.0,4,0,46,4,1,64
185592,50,0.51,0,0,34,7,0,1535
185593,50,0.97,4,0,53,5,1,1784
185594,56,0.92,0,1,40,8,0,3214
185595,50,0.14,11,0,36,7,0,88
185596,50,1.0,11,0,43,4,0,77
185597,50,1.0,7,0,80,6,1,747
185598,50,0.21,2,0,53,6,0,33
185599,50,0.99,0,1,62,15,1,85
185600,76,0.16,6,1,33,6,1,27000
185601,50,1.0,5,1,71,10,1,283
185602,64,0.09,6,0,26,8,0,1054
185603,50,0.08,17,0,61,7,0,155
185604,50,1.0,2,0,41,11,0,8455
185605,50,0.68,1,1,42,10,1,27000
185606,50,0.53,0,1,49,10,0,27000
185607,50,1.0,3,0,82,5,0,43
185608,50,0.08,14,0,56,8,1,185
185609,50,0.04,1,0,54,5,0,50
185610,50,0.79,6,0,46,6,0,208
185611,50,1.0,8,0,47,7,1,270
185612,50,0.05,0,1,59,6,1,38
185613,100,0.54,20,0,65,8,1,4762
185614,50,0.81,4,1,60,7,0,2715
185615,50,1.0,11,0,68,5,1,636
185616,76,1.0,5,0,31,5,1,87
185617,50,1.0,16,1,44,6,1,1314
185618,50,0.12,1,1,40,8,0,27000
185619,95,0.7,4,1,28,5,1,1842
185620,50,0.54,3,1,46,10,0,426
185621,50,0.26,4,0,54,7,0,53
185622,50,1.0,10,0,57,6,0,27
185623,76,1.0,6,0,44,4,1,1445
185624,50,0.56,8,0,47,6,0,6736
185625,50,0.48,10,0,31,4,0,91
185626,77,0.08,6,0,43,6,1,3288
185627,50,0.08,1,1,65,10,1,43
185628,68,0.64,2,0,30,5,1,287
185629,50,0.43,0,1,49,7,0,720
185630,76,0.82,8,0,39,6,0,109
185631,50,0.95,7,0,38,5,0,3430
185632,50,0.88,18,0,33,7,1,298
185633,85,0.08,17,0,66,6,0,32
185634,64,0.24,18,0,46,6,0,3317
185635,95,0.63,3,0,43,7,0,563
185636,50,1.0,7,0,56,6,0,166
185637,112,0.33,3,0,21,8,1,763
185638,50,0.45,2,1,62,6,1,423
185639,77,0.7,2,1,55,8,1,2983
185640,76,0.34,13,0,42,7,1,27000
185641,100,0.78,9,0,28,11,0,312
185642,50,0.01,13,0,45,6,1,1847
185643,54,0.96,1,1,37,5,1,8549
185644,50,0.08,5,0,35,7,0,876
185645,50,1.0,3,0,42,5,1,570
185646,50,1.0,1,0,57,5,1,3317
185647,50,0.67,2,0,51,7,1,3963
185648,50,1.0,10,0,47,6,0,393
185649,76,0.2,2,0,37,6,0,4762
185650,50,0.46,7,0,38,7,1,6284
185651,68,1.0,14,0,37,9,1,581
185652,50,0.58,14,0,48,7,1,2252
185653,50,1.0,10,0,42,6,0,647
185654,50,1.0,10,0,78,6,1,2740
185655,50,0.15,1,1,56,6,1,145
185656,140,1.0,1,0,38,5,0,51
185657,50,0.07,4,0,53,5,0,81
185658,50,0.21,1,1,77,5,1,49
185659,50,1.0,14,0,58,4,1,211
185660,50,1.0,1,0,62,4,1,120
185661,60,0.52,5,1,33,5,1,37
185662,50,0.03,0,1,42,5,1,34
185663,50,0.08,3,0,53,6,1,3301
185664,54,0.21,3,1,36,5,1,3301
185665,90,0.47,4,0,27,9,1,161
185666,72,1.0,10,0,26,8,1,3688
185667,50,1.0,16,0,76,6,1,16
185668,50,0.07,1,0,37,6,0,824
185669,50,0.31,15,0,67,5,1,11
185670,50,1.0,1,0,35,5,0,153
185671,67,0.02,17,0,44,6,0,54
185672,50,1.0,21,0,75,11,1,21
185673,57,1.0,13,0,28,9,1,132
185674,50,0.35,4,1,39,4,0,115
185675,64,0.12,2,1,32,5,1,3963
185676,50,0.15,19,0,44,6,1,473
185677,57,0.33,9,0,49,5,0,824
185678,50,0.33,9,0,32,6,0,20
185679,50,1.0,4,0,56,5,1,414
185680,50,0.15,3,0,48,5,1,1326
185681,50,0.52,1,1,57,4,1,306
185682,50,1.0,14,0,47,4,1,13
185683,50,0.87,1,1,43,4,0,3021
185684,55,0.07,11,0,51,8,1,287
185685,85,0.08,7,0,27,7,0,3866
185686,50,1.0,16,0,57,9,0,543
185687,50,0.72,0,1,38,8,0,120
185688,50,1.0,12,0,48,7,1,28
185689,95,0.09,0,1,40,7,1,3490
185690,50,0.58,6,0,47,7,1,658
185691,50,0.8,10,0,48,7,1,81
185692,50,1.0,4,0,61,5,1,287
185693,50,0.69,3,1,50,8,0,661
185694,60,0.89,4,0,64,4,1,2694
185695,55,0.2,9,0,71,4,1,17
185696,90,0.07,2,0,24,5,0,353
185697,90,0.42,13,0,31,4,0,10
185698,90,0.27,10,0,18,7,1,1943
185699,50,0.04,2,1,54,6,0,109
185700,62,1.0,10,0,61,6,0,1054
185701,50,0.49,8,0,55,4,1,461
185702,50,1.0,10,1,53,10,0,879
185703,68,0.08,3,0,39,4,1,36
185704,50,0.05,0,1,32,4,0,3317
185705,50,0.45,10,0,38,7,1,3386
185706,50,0.71,1,1,56,7,1,51
185707,76,0.08,1,0,33,5,0,3317
185708,50,1.0,11,0,75,7,0,91
185709,50,0.12,1,1,59,8,0,1767
185710,50,1.0,8,0,23,7,1,287
185711,80,0.49,11,0,30,9,1,53
185712,54,0.12,3,1,43,6,1,7966
185713,71,0.38,2,0,38,7,0,1054
185714,50,1.0,7,0,75,4,1,20
185715,85,0.03,3,1,33,7,1,27000
185716,50,0.56,1,1,37,6,1,675
185717,80,0.2,1,1,34,5,1,65
185718,85,0.72,9,0,61,6,0,393
185719,90,0.4,6,0,20,6,1,85
185720,68,1.0,16,0,44,7,1,1448
185721,90,0.81,6,0,29,4,1,102
185722,50,1.0,8,0,61,5,0,2897
185723,50,0.67,10,0,45,4,0,182
185724,61,1.0,8,0,52,6,1,193
185725,68,0.04,1,1,27,4,1,455
185726,53,1.0,7,0,29,6,0,883
185727,50,0.29,3,1,63,11,0,50
185728,68,0.12,1,1,66,6,1,4128
185729,57,0.06,10,0,41,5,0,34
185730,50,0.51,13,0,56,5,0,157
185731,50,0.5,2,1,44,7,0,132
185732,50,0.13,6,0,52,6,0,1296
185733,54,1.0,11,0,33,7,1,50
185734,57,0.69,9,0,35,13,1,2658
185735,50,1.0,6,0,37,6,0,213
185736,50,1.0,13,0,41,6,0,4116
185737,50,1.0,7,0,33,6,0,3862
185738,50,0.08,3,0,60,5,0,1326
185739,106,0.65,14,0,41,6,1,147
185740,50,0.01,5,0,43,6,0,393
185741,50,1.0,14,0,64,6,1,27
185742,58,0.24,3,0,63,7,1,10156
185743,68,0.09,2,1,30,7,0,4617
185744,59,0.12,6,1,41,7,0,265
185745,50,0.72,13,0,53,7,1,399
185746,64,0.8,11,0,27,7,0,405
185747,50,0.79,9,0,57,6,0,29
185748,90,0.71,1,1,28,4,0,1541
185749,72,0.25,10,0,36,7,1,57
185750,51,0.16,13,1,41,6,1,3021
185751,54,0.41,19,0,43,10,0,34
185752,100,0.29,17,0,25,7,1,1054
185753,50,0.08,13,0,54,7,1,3866
185754,76,0.85,13,0,54,7,1,9307
185755,50,0.73,3,0,51,7,0,776
185756,80,0.58,0,1,34,7,0,2859
185757,50,0.31,1,1,58,8,0,362
185758,50,1.0,3,0,68,8,1,1943
185759,50,0.97,11,0,57,5,1,55
185760,95,0.32,20,0,21,10,0,79
185761,50,0.8,1,0,35,7,0,1535
185762,50,0.74,1,0,52,5,1,1064
185763,59,0.12,7,1,69,9,1,610
185764,77,0.25,13,0,32,4,1,57
185765,68,0.18,3,0,27,6,0,4762
185766,50,0.57,7,0,38,4,1,851
185767,50,0.5,5,0,57,7,1,88
185768,50,0.63,2,0,33,6,0,3866
185769,51,1.0,4,1,38,8,1,82
185770,50,1.0,7,0,40,6,0,378
185771,85,0.81,2,1,35,7,1,5831
185772,50,0.28,7,0,65,5,1,146
185773,50,0.06,13,0,53,5,0,97
185775,50,1.0,2,0,29,6,0,56
185776,50,1.0,14,0,44,7,1,55
185777,50,0.14,0,0,34,5,1,402
185778,50,0.83,16,0,53,10,1,73
185779,106,0.28,3,0,41,5,1,3317
185780,51,1.0,7,0,29,9,0,145
185781,50,0.03,10,0,34,4,1,400
185782,80,0.24,4,0,24,5,1,2733
185783,50,0.08,1,0,48,6,0,645
185784,50,0.24,7,0,38,6,0,34
185785,50,0.18,13,0,44,10,1,165
185786,50,0.95,1,1,55,7,0,563
185787,90,0.08,10,0,30,5,0,208
185788,50,0.31,2,1,47,4,0,3541
185789,60,0.2,10,0,49,7,1,27000
185790,64,0.97,0,0,29,5,0,107
185791,112,0.5,3,0,37,7,1,4348
185792,72,1.0,13,0,30,4,1,15
185793,112,0.12,0,1,52,8,1,7571
185794,50,0.33,13,0,50,5,1,92
185795,59,0.47,2,0,49,8,0,27000
185796,57,1.0,10,0,33,5,0,713
185797,50,0.76,12,0,39,10,0,109
185798,50,1.0,7,0,39,6,0,983
185799,50,0.21,2,1,47,10,1,126
185800,75,1.0,5,0,31,8,0,57
185801,50,0.08,10,0,58,8,0,53
185802,66,0.14,0,0,41,5,1,186
185803,61,0.04,16,0,30,9,1,2733
185804,125,0.25,10,0,25,4,1,1765
185805,51,1.0,6,0,59,6,0,2715
185806,50,1.0,2,0,56,7,0,473
185807,51,1.0,4,0,55,4,0,83
185808,60,0.22,7,0,30,6,0,6313
185809,50,0.71,2,1,47,9,1,1955
185810,50,1.0,12,0,61,6,1,1228
185811,50,1.0,11,0,37,4,1,43
185812,51,1.0,20,0,52,10,0,374
185813,95,0.27,4,0,31,6,0,831
